schedule_id,employee_id,shift_date,start_time,end_time,overtime_hours,schedule_status
516,74,2026-07-05,09:00,17:00,0,Scheduled
517,74,2026-07-06,09:00,17:00,2,Scheduled
518,74,2026-07-07,09:00,17:00,0,Scheduled
519,75,2026-07-01,09:00,17:00,0,Scheduled
520,75,2026-07-02,09:00,17:00,0,Scheduled
521,75,2026-07-03,09:00,17:00,2,Scheduled
522,75,2026-07-04,09:00,17:00,0,Scheduled
523,75,2026-07-05,09:00,17:00,2,Scheduled
524,75,2026-07-06,09:00,17:00,0,Scheduled
525,75,2026-07-07,09:00,17:00,0,Scheduled
526,76,2026-07-01,09:00,17:00,1,Scheduled
527,76,2026-07-02,09:00,17:00,0,Scheduled
528,76,2026-07-03,09:00,17:00,0,Scheduled
529,76,2026-07-04,09:00,17:00,0,Scheduled
530,76,2026-07-05,09:00,17:00,1,Scheduled
531,76,2026-07-06,09:00,17:00,1,Scheduled
532,76,2026-07-07,09:00,17:00,0,Scheduled
533,77,2026-07-01,09:00,17:00,0,Scheduled
534,77,2026-07-02,09:00,17:00,2,Scheduled
535,77,2026-07-03,09:00,17:00,0,Scheduled
536,77,2026-07-04,09:00,17:00,0,Scheduled
537,77,2026-07-05,09:00,17:00,0,Scheduled
538,77,2026-07-06,09:00,17:00,0,Scheduled
539,77,2026-07-07,09:00,17:00,1,Scheduled
540,78,2026-07-01,09:00,17:00,0,Scheduled
541,78,2026-07-02,09:00,17:00,0,Scheduled
542,78,2026-07-03,09:00,17:00,0,Scheduled
543,78,2026-07-04,09:00,17:00,1,Scheduled
544,78,2026-07-05,09:00,17:00,0,Scheduled
545,78,2026-07-06,09:00,17:00,0,Scheduled
546,78,2026-07-07,09:00,17:00,1,Scheduled
547,79,2026-07-01,09:00,17:00,1,Scheduled
548,79,2026-07-02,09:00,17:00,1,Scheduled
549,79,2026-07-03,09:00,17:00,2,Scheduled
550,79,2026-07-04,09:00,17:00,2,Scheduled
551,79,2026-07-05,09:00,17:00,1,Scheduled
552,79,2026-07-06,09:00,17:00,0,Scheduled
553,79,2026-07-07,09:00,17:00,1,Scheduled
554,80,2026-07-01,09:00,17:00,2,Scheduled
555,80,2026-07-02,09:00,17:00,2,Scheduled
556,80,2026-07-03,09:00,17:00,0,Scheduled
557,80,2026-07-04,09:00,17:00,0,Scheduled
558,80,2026-07-05,09:00,17:00,0,Scheduled
559,80,2026-07-06,09:00,17:00,0,Scheduled
560,80,2026-07-07,09:00,17:00,2,Scheduled
561,81,2026-07-01,09:00,17:00,0,Scheduled
562,81,2026-07-02,09:00,17:00,0,Scheduled
563,81,2026-07-03,09:00,17:00,0,Scheduled
564,81,2026-07-04,09:00,17:00,0,Scheduled
565,81,2026-07-05,09:00,17:00,0,Scheduled
566,81,2026-07-06,09:00,17:00,0,Scheduled
567,81,2026-07-07,09:00,17:00,1,Scheduled
568,82,2026-07-01,09:00,17:00,2,Scheduled
569,82,2026-07-02,09:00,17:00,0,Scheduled
570,82,2026-07-03,09:00,17:00,0,Scheduled
571,82,2026-07-04,09:00,17:00,0,Scheduled
572,82,2026-07-05,09:00,17:00,2,Scheduled
573,82,2026-07-06,09:00,17:00,2,Scheduled
574,82,2026-07-07,09:00,17:00,0,Scheduled
575,83,2026-07-01,09:00,17:00,0,Scheduled
576,83,2026-07-02,09:00,17:00,2,Scheduled
577,83,2026-07-03,09:00,17:00,1,Scheduled
578,83,2026-07-04,09:00,17:00,0,Scheduled
579,83,2026-07-05,09:00,17:00,0,Scheduled
580,83,2026-07-06,09:00,17:00,0,Scheduled
581,83,2026-07-07,09:00,17:00,0,Scheduled
582,84,2026-07-01,09:00,17:00,0,Scheduled
583,84,2026-07-02,09:00,17:00,0,Scheduled
584,84,2026-07-03,09:00,17:00,0,Scheduled
585,84,2026-07-04,09:00,17:00,0,Scheduled
586,84,2026-07-05,09:00,17:00,2,Scheduled
587,84,2026-07-06,09:00,17:00,0,Scheduled
588,84,2026-07-07,09:00,17:00,1,Scheduled
589,85,2026-07-01,09:00,17:00,1,Scheduled
590,85,2026-07-02,09:00,17:00,0,Scheduled
591,85,2026-07-03,09:00,17:00,0,Scheduled
592,85,2026-07-04,09:00,17:00,0,Scheduled
593,85,2026-07-05,09:00,17:00,0,Scheduled
594,85,2026-07-06,09:00,17:00,1,Scheduled
595,85,2026-07-07,09:00,17:00,0,Scheduled
596,86,2026-07-01,09:00,17:00,2,Scheduled
597,86,2026-07-02,09:00,17:00,0,Scheduled
598,86,2026-07-03,09:00,17:00,0,Scheduled
599,86,2026-07-04,09:00,17:00,0,Scheduled
600,86,2026-07-05,09:00,17:00,2,Scheduled
601,86,2026-07-06,09:00,17:00,0,Scheduled
602,86,2026-07-07,09:00,17:00,0,Scheduled
603,87,2026-07-01,09:00,17:00,1,Scheduled
604,87,2026-07-02,09:00,17:00,0,Scheduled
605,87,2026-07-03,09:00,17:00,0,Scheduled
606,87,2026-07-04,09:00,17:00,0,Scheduled
607,87,2026-07-05,09:00,17:00,0,Scheduled
608,87,2026-07-06,09:00,17:00,1,Scheduled
609,87,2026-07-07,09:00,17:00,0,Scheduled
610,88,2026-07-01,09:00,17:00,0,Scheduled
611,88,2026-07-02,09:00,17:00,0,Scheduled
612,88,2026-07-03,09:00,17:00,0,Scheduled
613,88,2026-07-04,09:00,17:00,0,Scheduled
614,88,2026-07-05,09:00,17:00,2,Scheduled
615,88,2026-07-06,09:00,17:00,2,Scheduled
616,88,2026-07-07,09:00,17:00,1,Scheduled
617,89,2026-07-01,09:00,17:00,0,Scheduled
618,89,2026-07-02,09:00,17:00,1,Scheduled
619,89,2026-07-03,09:00,17:00,2,Scheduled
620,89,2026-07-04,09:00,17:00,0,Scheduled
621,89,2026-07-05,09:00,17:00,0,Scheduled
622,89,2026-07-06,09:00,17:00,0,Scheduled
623,89,2026-07-07,09:00,17:00,0,Scheduled
624,90,2026-07-01,09:00,17:00,1,Scheduled
625,90,2026-07-02,09:00,17:00,0,Scheduled
626,90,2026-07-03,09:00,17:00,0,Scheduled
627,90,2026-07-04,09:00,17:00,0,Scheduled
628,90,2026-07-05,09:00,17:00,0,Scheduled
629,90,2026-07-06,09:00,17:00,0,Scheduled
630,90,2026-07-07,09:00,17:00,0,Scheduled
631,91,2026-07-01,09:00,17:00,0,Scheduled
632,91,2026-07-02,09:00,17:00,0,Scheduled
633,91,2026-07-03,09:00,17:00,0,Scheduled
634,91,2026-07-04,09:00,17:00,0,Scheduled
635,91,2026-07-05,09:00,17:00,0,Scheduled
636,91,2026-07-06,09:00,17:00,0,Scheduled
637,91,2026-07-07,09:00,17:00,2,Scheduled
638,92,2026-07-01,09:00,17:00,0,Scheduled
639,92,2026-07-02,09:00,17:00,0,Scheduled
640,92,2026-07-03,09:00,17:00,0,Scheduled
641,92,2026-07-04,09:00,17:00,0,Scheduled
642,92,2026-07-05,09:00,17:00,1,Scheduled
643,92,2026-07-06,09:00,17:00,2,Scheduled
644,92,2026-07-07,09:00,17:00,0,Scheduled
645,93,2026-07-01,09:00,17:00,1,Scheduled
646,93,2026-07-02,09:00,17:00,1,Scheduled
647,93,2026-07-03,09:00,17:00,2,Scheduled
648,93,2026-07-04,09:00,17:00,0,Scheduled
649,93,2026-07-05,09:00,17:00,0,Scheduled
650,93,2026-07-06,09:00,17:00,0,Scheduled
651,93,2026-07-07,09:00,17:00,2,Scheduled
652,94,2026-07-01,09:00,17:00,0,Scheduled
653,94,2026-07-02,09:00,17:00,0,Scheduled
654,94,2026-07-03,09:00,17:00,0,Scheduled
655,94,2026-07-04,09:00,17:00,0,Scheduled
656,94,2026-07-05,09:00,17:00,0,Scheduled
657,94,2026-07-06,09:00,17:00,0,Scheduled
658,94,2026-07-07,09:00,17:00,1,Scheduled
