sale_item_id,sale_id,product_id,quantity,unit_price,discount_amount
3909,966,153,2,7.5,0.0
3910,967,34,2,19.46,0.0
3911,967,20,1,19.92,0.0
3912,967,125,2,19.62,0.0
3913,967,22,1,16.56,0.0
3914,967,25,3,19.85,0.0
3915,967,29,1,5.4,0.0
3916,968,39,3,14.97,0.0
3917,968,40,1,15.33,0.0
3918,968,11,2,10.32,0.0
3919,968,17,2,22.02,0.0
3920,968,19,3,7.1,0.0
3921,968,27,1,24.04,0.0
3922,969,38,3,12.67,0.0
3923,969,73,3,24.03,0.0
3924,969,11,2,10.32,0.0
3925,969,178,1,12.33,0.0
3926,969,26,1,10.08,0.0
3927,969,62,2,15.66,0.0
3928,970,27,3,24.04,0.0
3929,970,95,2,10.89,1.09
3930,970,199,1,12.87,0.0
3931,971,29,2,5.4,0.0
3932,971,36,3,23.88,0.0
3933,971,37,2,16.44,0.0
3934,971,71,2,15.92,0.0
3935,972,228,1,6.31,0.0
3936,972,6,3,24.22,0.0
3937,972,74,2,12.36,0.0
3938,972,243,3,3.55,0.0
3939,972,184,1,22.35,2.24
3940,972,127,1,25.0,0.0
3941,973,185,3,23.4,0.0
3942,973,36,2,23.88,0.0
3943,973,14,3,12.02,0.0
3944,974,27,2,24.04,0.0
3945,974,35,1,3.73,0.0
3946,974,46,3,24.33,0.0
3947,975,248,3,19.4,0.0
3948,975,39,1,14.97,0.0
3949,975,229,1,17.37,0.0
3950,975,15,2,11.21,0.0
3951,976,128,2,5.56,0.0
3952,976,1,2,11.87,1.19
3953,976,197,1,2.88,0.0
3954,976,18,1,19.15,0.0
3955,976,149,2,16.04,0.0
3956,977,33,1,5.52,0.0
3957,977,29,1,5.4,0.54
3958,977,94,2,14.83,0.0
3959,977,239,2,10.9,0.0
3960,978,65,1,23.95,0.0
3961,978,18,1,19.15,0.0
3962,978,13,2,4.43,0.0
3963,978,39,2,14.97,0.0
3964,979,40,3,15.33,0.0
3965,979,13,3,4.43,0.0
3966,979,46,1,24.33,0.0
3967,979,55,1,12.62,0.0
3968,980,26,1,10.08,0.0
3969,980,31,1,7.89,0.0
3970,981,208,2,23.63,0.0
3971,981,34,3,19.46,0.0
3972,982,128,2,5.56,0.0
3973,982,20,3,19.92,1.99
3974,982,22,2,16.56,0.0
3975,983,40,3,15.33,0.0
3976,983,1,1,11.87,0.0
3977,983,34,1,19.46,0.0
3978,983,223,2,18.53,0.0
3979,984,27,2,24.04,0.0
3980,984,84,2,16.03,0.0
3981,984,22,1,16.56,0.0
3982,985,192,2,9.33,0.0
3983,985,34,3,19.46,0.0
3984,985,140,3,6.16,0.0
3985,985,13,2,4.43,0.0
3986,985,142,3,16.37,0.0
3987,985,63,3,10.84,0.0
3988,986,34,1,19.46,0.0
3989,986,18,2,19.15,0.0
3990,986,146,2,10.38,0.0
3991,986,21,1,3.76,0.0
3992,986,86,1,23.11,2.31
3993,986,155,1,20.04,0.0
3994,987,34,3,19.46,0.0
3995,987,136,3,22.16,0.0
3996,987,12,1,12.04,0.0
3997,987,238,3,3.0,0.0
3998,987,19,2,7.1,0.0
3999,988,39,2,14.97,0.0
4000,988,201,1,19.45,0.0
4001,988,16,3,3.81,0.0
4002,988,17,1,22.02,0.0
4003,988,51,3,20.32,0.0
4004,989,29,1,5.4,0.54
4005,989,117,3,22.99,2.3
4006,990,12,2,12.04,0.0
4007,990,244,3,7.55,0.0
4008,990,5,3,11.32,1.13
4009,991,40,3,15.33,0.0
4010,991,33,1,5.52,0.0
4011,991,5,2,11.32,0.0
4012,992,32,3,5.99,0.0
4013,992,38,3,12.67,0.0
4014,992,17,3,22.02,0.0
4015,992,20,3,19.92,0.0
4016,992,27,3,24.04,0.0
4017,993,14,1,12.02,0.0
4018,993,15,1,11.21,0.0
4019,993,80,4,2.9,0.0
4020,993,19,2,7.1,0.0
4021,993,52,4,15.6,0.0
4022,993,249,2,5.07,0.0
4023,994,100,4,5.46,0.0
4024,994,247,3,15.38,0.0
4025,995,34,4,19.46,0.0
4026,995,37,1,16.44,0.0
4027,995,6,2,24.22,0.0
4028,996,9,3,12.58,0.0
4029,996,180,1,21.11,0.0
4030,996,52,2,15.6,0.0
4031,996,31,3,7.89,0.79
4032,997,32,1,5.99,0.0
4033,997,2,1,11.3,1.13
4034,997,35,1,3.73,0.0
4035,997,40,1,15.33,0.0
4036,997,21,3,3.76,0.0
4037,997,87,2,10.91,0.0
4038,998,4,1,8.66,0.0
4039,998,38,1,12.67,0.0
4040,998,39,3,14.97,0.0
4041,998,15,1,11.21,0.0
4042,998,17,3,22.02,0.0
4043,999,1,2,11.87,0.0
4044,999,3,1,16.72,0.0
4045,999,35,2,3.73,0.0
4046,999,203,1,16.15,0.0
4047,999,16,1,3.81,0.0
4048,1000,1,1,11.87,0.0
4049,1000,34,1,19.46,0.0
4050,1000,76,1,21.26,0.0
4051,1000,21,1,3.76,0.0
4052,1001,136,3,22.16,0.0
4053,1001,4,2,8.66,0.0
4054,1001,36,1,23.88,0.0
4055,1002,25,1,19.85,0.0
4056,1002,7,1,5.95,0.0
4057,1002,39,1,14.97,1.5
4058,1003,196,2,5.36,0.0
4059,1003,22,3,16.56,0.0
4060,1003,55,1,12.62,0.0
4061,1003,31,3,7.89,0.0
4062,1003,127,1,25.0,0.0
4063,1004,32,1,5.99,0.0
4064,1004,17,3,22.02,2.2
4065,1004,26,4,10.08,0.0
4066,1005,178,3,12.33,0.0
4067,1005,227,2,15.13,0.0
4068,1005,5,2,11.32,0.0
4069,1005,23,1,14.2,0.0
4070,1006,32,3,5.99,0.6
4071,1006,34,2,19.46,0.0
4072,1006,12,2,12.04,0.0
4073,1006,14,2,12.02,0.0
4074,1006,144,2,18.59,0.0
4075,1006,118,3,4.15,0.0
4076,1007,32,3,5.99,0.0
4077,1007,1,4,11.87,1.19
4078,1007,37,3,16.44,0.0
4079,1007,134,1,14.11,0.0
4080,1007,143,4,22.76,0.0
4081,1007,20,3,19.92,0.0
4082,1008,26,4,10.08,0.0
4083,1008,19,2,7.1,0.0
4084,1008,155,2,20.04,0.0
4085,1009,203,2,16.15,0.0
4086,1009,14,3,12.02,0.0
4087,1009,19,1,7.1,0.0
4088,1009,21,2,3.76,0.0
4089,1009,154,2,24.21,2.42
4090,1009,91,3,16.51,0.0
4091,1010,64,1,15.35,0.0
4092,1010,1,1,11.87,0.0
4093,1010,32,3,5.99,0.0
4094,1010,71,3,15.92,1.59
4095,1010,9,1,12.58,0.0
4096,1011,122,1,9.1,0.0
4097,1011,35,3,3.73,0.0
4098,1011,174,1,13.87,0.0
4099,1012,8,2,23.8,0.0
4100,1012,34,3,19.46,0.0
4101,1012,2,2,11.3,0.0
4102,1013,35,2,3.73,0.0
4103,1013,38,3,12.67,0.0
4104,1013,9,1,12.58,0.0
4105,1013,26,3,10.08,0.0
4106,1013,31,3,7.89,0.0
4107,1014,48,3,12.11,0.0
4108,1014,19,1,7.1,0.0
4109,1014,6,3,24.22,0.0
4110,1015,35,2,3.73,0.0
4111,1015,134,3,14.11,0.0
4112,1015,149,1,16.04,0.0
4113,1015,22,2,16.56,0.0
4114,1015,183,1,20.78,0.0
4115,1015,31,1,7.89,0.0
4116,1016,6,3,24.22,0.0
4117,1016,39,3,14.97,0.0
4118,1016,144,3,18.59,0.0
4119,1016,63,3,10.84,0.0
4120,1016,31,2,7.89,0.0
4121,1017,38,1,12.67,1.27
4122,1017,39,1,14.97,0.0
4123,1017,16,3,3.81,0.0
4124,1017,19,3,7.1,0.0
4125,1017,21,3,3.76,0.0
4126,1017,28,4,16.85,0.0
4127,1018,128,4,5.56,0.0
4128,1018,18,1,19.15,0.0
4129,1018,22,4,16.56,0.0
4130,1019,24,1,6.46,0.65
4131,1019,10,2,17.86,0.0
4132,1019,31,2,7.89,0.0
4133,1020,27,3,24.04,0.0
4134,1020,119,3,17.42,0.0
4135,1021,34,3,19.46,0.0
4136,1021,167,3,15.91,0.0
4137,1021,45,2,9.43,0.0
4138,1021,55,2,12.62,0.0
4139,1021,23,2,14.2,0.0
4140,1021,24,3,6.46,0.0
4141,1022,105,1,17.09,0.0
4142,1022,37,2,16.44,0.0
4143,1022,38,3,12.67,0.0
4144,1023,2,1,11.3,0.0
4145,1023,3,3,16.72,0.0
4146,1023,34,1,19.46,0.0
4147,1023,79,2,16.86,0.0
4148,1024,35,2,3.73,0.0
4149,1024,6,3,24.22,2.42
4150,1024,203,2,16.15,0.0
4151,1024,20,1,19.92,0.0
4152,1024,30,2,4.36,0.0
4153,1025,17,1,22.02,0.0
4154,1025,10,2,17.86,0.0
4155,1025,175,2,4.87,0.0
4156,1026,14,4,12.02,0.0
4157,1026,114,2,18.17,0.0
4158,1026,19,4,7.1,0.0
4159,1026,119,2,17.42,0.0
4160,1026,90,4,3.2,0.0
4161,1027,40,2,15.33,0.0
4162,1027,246,2,4.38,0.0
4163,1028,40,3,15.33,0.0
4164,1028,2,3,11.3,0.0
4165,1028,6,1,24.22,0.0
4166,1028,39,2,14.97,0.0
4167,1029,13,2,4.43,0.0
4168,1029,36,3,23.88,0.0
4169,1029,37,3,16.44,0.0
4170,1030,4,3,8.66,0.0
4171,1030,38,3,12.67,0.0
4172,1030,39,3,14.97,0.0
4173,1030,13,1,4.43,0.0
4174,1030,30,1,4.36,0.0
4175,1031,3,2,16.72,0.0
4176,1031,39,2,14.97,1.5
4177,1032,5,1,11.32,0.0
4178,1032,38,2,12.67,0.0
4179,1033,165,1,5.73,0.0
4180,1033,107,2,4.97,0.0
4181,1033,12,2,12.04,0.0
4182,1033,238,3,3.0,0.0
4183,1033,117,1,22.99,0.0
4184,1034,17,1,22.02,0.0
4185,1034,34,2,19.46,0.0
4186,1034,10,2,17.86,0.0
4187,1034,4,2,8.66,0.0
4188,1035,98,2,24.18,0.0
4189,1035,100,1,5.46,0.0
4190,1036,8,1,23.8,2.38
4191,1036,13,2,4.43,0.0
4192,1036,212,3,7.47,0.0
4193,1036,26,1,10.08,0.0
4194,1036,29,2,5.4,0.54
4195,1037,1,1,11.87,0.0
4196,1037,37,1,16.44,1.64
4197,1037,95,3,10.89,0.0
4198,1037,31,1,7.89,0.0
4199,1038,136,2,22.16,0.0
4200,1038,1,1,11.87,1.19
4201,1038,26,2,10.08,0.0
4202,1038,23,3,14.2,0.0
4203,1039,202,3,12.79,0.0
4204,1039,5,1,11.32,0.0
4205,1040,3,1,16.72,1.67
4206,1040,35,1,3.73,0.37
4207,1041,9,2,12.58,0.0
4208,1041,115,3,23.78,0.0
4209,1041,21,1,3.76,0.0
4210,1041,6,3,24.22,0.0
4211,1042,35,2,3.73,0.0
4212,1042,99,3,15.86,0.0
4213,1043,5,3,11.32,0.0
4214,1043,40,3,15.33,0.0
4215,1043,11,2,10.32,0.0
4216,1043,51,4,20.32,0.0
4217,1043,24,3,6.46,0.0
4218,1044,36,3,23.88,0.0
4219,1044,119,3,17.42,0.0
4220,1044,38,2,12.67,0.0
4221,1044,7,3,5.95,0.0
4222,1045,34,1,19.46,0.0
4223,1045,117,3,22.99,0.0
4224,1045,120,4,13.7,0.0
4225,1045,187,2,11.12,0.0
4226,1045,93,4,9.58,0.0
4227,1046,25,3,19.85,0.0
4228,1046,164,3,11.63,1.16
4229,1046,135,1,17.22,0.0
4230,1047,9,3,12.58,0.0
4231,1047,130,2,20.13,0.0
4232,1048,41,2,17.67,0.0
4233,1048,4,2,8.66,0.0
4234,1049,25,1,19.85,0.0
4235,1049,2,2,11.3,0.0
4236,1049,58,3,8.6,0.0
4237,1049,198,1,23.1,0.0
4238,1050,10,2,17.86,0.0
4239,1050,30,3,4.36,0.44
4240,1051,4,3,8.66,0.0
4241,1051,182,2,22.94,0.0
4242,1051,25,2,19.85,0.0
4243,1051,26,3,10.08,0.0
4244,1051,158,1,17.6,0.0
4245,1052,16,1,3.81,0.38
4246,1052,185,3,23.4,0.0
4247,1052,22,2,16.56,0.0
4248,1053,10,2,17.86,0.0
4249,1053,11,1,10.32,0.0
4250,1054,218,1,21.24,0.0
4251,1054,7,3,5.95,0.0
4252,1055,5,3,11.32,0.0
4253,1055,16,1,3.81,0.0
4254,1055,18,2,19.15,0.0
4255,1055,86,1,23.11,0.0
4256,1055,28,3,16.85,0.0
4257,1056,14,3,12.02,0.0
4258,1056,15,3,11.21,1.12
4259,1056,249,1,5.07,0.0
4260,1056,29,1,5.4,0.54
4261,1056,25,1,19.85,0.0
4262,1057,187,2,11.12,1.11
4263,1057,212,3,7.47,0.0
4264,1058,16,1,3.81,0.0
4265,1058,11,3,10.32,0.0
4266,1058,64,2,15.35,0.0
4267,1058,14,2,12.02,0.0
4268,1059,225,2,2.04,0.0
4269,1059,37,1,16.44,0.0
4270,1059,175,2,4.87,0.0
4271,1059,16,1,3.81,0.0
4272,1059,177,1,5.69,0.0
4273,1059,90,1,3.2,0.0
4274,1060,16,2,3.81,0.0
4275,1060,20,1,19.92,0.0
4276,1061,22,3,16.56,0.0
4277,1061,15,1,11.21,0.0
4278,1062,35,4,3.73,0.0
4279,1062,163,1,13.57,0.0
4280,1062,40,1,15.33,0.0
4281,1062,12,4,12.04,0.0
4282,1062,19,1,7.1,0.0
4283,1063,8,2,23.8,0.0
4284,1063,98,1,24.18,0.0
4285,1063,36,3,23.88,0.0
4286,1064,3,3,16.72,0.0
4287,1064,27,2,24.04,0.0
4288,1064,139,2,5.55,0.0
4289,1064,14,2,12.02,0.0
4290,1065,32,1,5.99,0.0
4291,1065,25,2,19.85,0.0
4292,1065,114,1,18.17,0.0
4293,1066,226,1,10.11,0.0
4294,1066,131,3,13.68,0.0
4295,1067,152,3,7.38,0.0
4296,1067,148,3,24.3,0.0
4297,1067,63,1,10.84,0.0
4298,1068,44,1,24.69,0.0
4299,1068,21,3,3.76,0.0
4300,1068,23,1,14.2,0.0
4301,1068,91,3,16.51,0.0
4302,1068,30,1,4.36,0.0
4303,1069,161,1,19.7,1.97
4304,1069,2,3,11.3,0.0
4305,1069,37,1,16.44,0.0
4306,1069,86,2,23.11,0.0
4307,1069,88,1,19.81,0.0
4308,1070,32,3,5.99,0.0
4309,1070,9,3,12.58,0.0
4310,1070,21,1,3.76,0.0
4311,1070,22,2,16.56,0.0
4312,1070,93,1,9.58,0.0
4313,1071,32,2,5.99,0.0
4314,1071,40,2,15.33,0.0
4315,1071,110,3,14.86,0.0
4316,1071,19,2,7.1,0.71
4317,1071,182,1,22.94,0.0
4318,1071,23,3,14.2,0.0
4319,1072,32,3,5.99,0.0
4320,1072,36,1,23.88,0.0
4321,1072,15,1,11.21,0.0
4322,1072,17,3,22.02,2.2
4323,1072,246,3,4.38,0.0
4324,1072,157,1,6.46,0.65
4325,1073,224,1,8.7,0.87
4326,1073,170,3,13.05,0.0
4327,1073,90,3,3.2,0.0
4328,1074,36,2,23.88,0.0
4329,1074,75,3,20.65,0.0
4330,1074,21,2,3.76,0.0
4331,1074,25,3,19.85,0.0
4332,1074,27,3,24.04,2.4
4333,1074,31,2,7.89,0.79
4334,1075,10,3,17.86,0.0
4335,1075,118,3,4.15,0.0
4336,1076,161,1,19.7,0.0
4337,1076,122,3,9.1,0.0
4338,1076,9,2,12.58,0.0
4339,1076,12,2,12.04,0.0
4340,1076,16,1,3.81,0.0
4341,1076,26,3,10.08,0.0
4342,1077,24,2,6.46,0.0
4343,1077,22,2,16.56,0.0
4344,1077,118,2,4.15,0.0
4345,1077,175,2,4.87,0.0
4346,1078,8,2,23.8,0.0
4347,1078,13,1,4.43,0.0
4348,1079,34,1,19.46,0.0
4349,1079,38,2,12.67,0.0
4350,1079,207,1,5.44,0.0
4351,1079,15,2,11.21,0.0
4352,1079,56,1,2.86,0.0
4353,1079,25,2,19.85,0.0
4354,1080,74,1,12.36,0.0
4355,1080,19,1,7.1,0.0
4356,1080,165,3,5.73,0.0
4357,1080,227,2,15.13,0.0
4358,1081,160,2,12.13,0.0
4359,1081,9,3,12.58,0.0
4360,1081,11,1,10.32,0.0
4361,1081,201,2,19.45,0.0
4362,1082,73,3,24.03,0.0
4363,1082,16,2,3.81,0.0
4364,1082,81,2,18.28,0.0
4365,1082,18,1,19.15,0.0
4366,1082,153,2,7.5,0.0
4367,1083,36,2,23.88,0.0
4368,1083,6,2,24.22,0.0
4369,1083,8,3,23.8,0.0
4370,1083,14,1,12.02,0.0
4371,1083,17,3,22.02,0.0
4372,1083,58,2,8.6,0.0
4373,1084,3,3,16.72,0.0
4374,1084,5,1,11.32,0.0
4375,1084,37,3,16.44,0.0
4376,1084,21,1,3.76,0.0
4377,1084,22,3,16.56,0.0
4378,1085,40,2,15.33,0.0
4379,1085,38,2,12.67,0.0
4380,1086,35,3,3.73,0.0
4381,1086,100,3,5.46,0.0
4382,1086,21,2,3.76,0.0
4383,1087,136,3,22.16,0.0
4384,1087,16,1,3.81,0.0
4385,1088,8,3,23.8,0.0
4386,1088,210,3,11.73,0.0
4387,1088,80,4,2.9,0.0
4388,1089,24,3,6.46,0.0
4389,1089,18,1,19.15,0.0
4390,1090,65,2,23.95,0.0
4391,1090,33,2,5.52,0.0
4392,1090,10,2,17.86,0.0
4393,1090,20,2,19.92,0.0
4394,1090,117,4,22.99,0.0
4395,1090,84,4,16.03,0.0
4396,1091,33,2,5.52,0.0
4397,1091,30,3,4.36,0.0
4398,1092,66,2,19.0,0.0
4399,1092,15,1,11.21,0.0
4400,1092,120,3,13.7,0.0
4401,1092,26,1,10.08,0.0
4402,1092,157,1,6.46,0.0
4403,1093,216,4,16.32,0.0
4404,1093,27,1,24.04,0.0
4405,1093,136,4,22.16,0.0
4406,1093,14,1,12.02,0.0
4407,1094,38,1,12.67,0.0
4408,1094,10,3,17.86,0.0
4409,1094,60,3,24.48,0.0
4410,1094,220,2,14.33,0.0
4411,1094,223,1,18.53,0.0
4412,1095,96,3,7.8,0.0
4413,1095,65,3,23.95,0.0
4414,1095,32,1,5.99,0.0
4415,1095,77,2,24.59,0.0
4416,1095,117,1,22.99,0.0
4417,1096,8,2,23.8,0.0
4418,1096,194,1,18.44,0.0
4419,1096,34,3,19.46,0.0
4420,1096,30,3,4.36,0.0
4421,1097,18,3,19.15,0.0
4422,1097,36,2,23.88,2.39
4423,1097,23,2,14.2,0.0
4424,1098,140,3,6.16,0.0
4425,1098,37,1,16.44,0.0
4426,1099,24,2,6.46,0.0
4427,1099,163,2,13.57,1.36
4428,1099,36,3,23.88,0.0
4429,1099,120,1,13.7,0.0
4430,1100,9,1,12.58,0.0
4431,1100,35,2,3.73,0.37
4432,1100,37,1,16.44,0.0
4433,1100,135,1,17.22,0.0
4434,1101,64,3,15.35,0.0
4435,1101,40,3,15.33,0.0
4436,1101,13,2,4.43,0.0
4437,1101,18,3,19.15,1.92
4438,1101,29,3,5.4,0.0
4439,1101,31,3,7.89,0.0
4440,1102,177,3,5.69,0.0
4441,1102,10,3,17.86,0.0
4442,1103,32,2,5.99,0.0
4443,1103,64,3,15.35,0.0
4444,1103,34,1,19.46,0.0
4445,1103,102,1,17.26,0.0
4446,1103,116,1,24.93,0.0
4447,1103,92,3,9.7,0.0
4448,1104,128,2,5.56,0.56
4449,1104,16,1,3.81,0.0
4450,1104,81,3,18.28,1.83
4451,1104,20,1,19.92,0.0
4452,1104,149,2,16.04,0.0
4453,1104,116,1,24.93,0.0
4454,1105,97,1,21.59,0.0
4455,1105,2,3,11.3,0.0
4456,1105,23,1,14.2,0.0
4457,1106,49,2,12.79,0.0
4458,1106,27,3,24.04,0.0
4459,1106,38,2,12.67,0.0
4460,1107,82,3,24.79,0.0
4461,1107,236,3,2.47,0.25
4462,1107,31,1,7.89,0.79
4463,1108,27,1,24.04,0.0
4464,1108,35,3,3.73,0.0
4465,1108,11,1,10.32,0.0
4466,1109,40,3,15.33,1.53
4467,1109,153,2,7.5,0.0
4468,1109,84,2,16.03,0.0
4469,1109,15,3,11.21,1.12
4470,1110,1,3,11.87,0.0
4471,1110,12,2,12.04,1.2
4472,1110,142,2,16.37,0.0
4473,1110,214,1,7.48,0.0
4474,1110,24,2,6.46,0.0
4475,1111,37,3,16.44,0.0
4476,1111,10,3,17.86,0.0
4477,1111,15,2,11.21,0.0
4478,1111,24,2,6.46,0.0
4479,1111,25,1,19.85,0.0
4480,1111,31,1,7.89,0.0
4481,1112,25,1,19.85,1.99
4482,1112,241,3,19.19,0.0
4483,1112,29,3,5.4,0.0
4484,1112,17,3,22.02,0.0
4485,1113,37,2,16.44,0.0
4486,1113,38,1,12.67,0.0
4487,1113,150,2,19.3,0.0
4488,1113,24,2,6.46,0.0
4489,1113,29,1,5.4,0.0
4490,1114,35,3,3.73,0.0
4491,1114,34,3,19.46,0.0
4492,1114,195,3,9.71,0.0
4493,1114,12,2,12.04,0.0
4494,1115,48,1,12.11,0.0
4495,1115,82,2,24.79,2.48
4496,1115,3,3,16.72,0.0
4497,1115,38,2,12.67,0.0
4498,1116,32,2,5.99,0.0
4499,1116,1,3,11.87,1.19
4500,1116,5,3,11.32,0.0
4501,1117,18,3,19.15,0.0
4502,1117,28,2,16.85,0.0
4503,1118,38,3,12.67,0.0
4504,1118,39,2,14.97,0.0
4505,1118,112,1,9.55,0.0
4506,1118,16,3,3.81,0.0
4507,1118,62,3,15.66,0.0
4508,1119,16,2,3.81,0.0
4509,1119,186,2,11.54,1.15
4510,1119,11,3,10.32,0.0
4511,1119,30,1,4.36,0.0
4512,1120,72,1,13.53,0.0
4513,1120,105,3,17.09,0.0
4514,1120,8,3,23.8,2.38
4515,1120,23,3,14.2,0.0
4516,1120,27,1,24.04,0.0
4517,1121,154,3,24.21,2.42
4518,1121,11,1,10.32,0.0
4519,1121,38,2,12.67,0.0
4520,1122,112,3,9.55,0.0
4521,1122,16,2,3.81,0.0
4522,1123,28,3,16.85,0.0
4523,1123,29,1,5.4,0.0
4524,1123,118,3,4.15,0.0
4525,1123,63,1,10.84,0.0
4526,1124,224,1,8.7,0.0
4527,1124,13,2,4.43,0.0
4528,1124,15,2,11.21,0.0
4529,1124,210,2,11.73,1.17
4530,1124,25,3,19.85,0.0
4531,1124,29,3,5.4,0.0
4532,1125,33,3,5.52,0.55
4533,1125,11,2,10.32,1.03
4534,1125,14,1,12.02,0.0
4535,1126,16,3,3.81,0.0
4536,1126,26,2,10.08,0.0
4537,1126,20,3,19.92,0.0
4538,1126,6,2,24.22,0.0
4539,1127,24,2,6.46,0.0
4540,1127,218,1,21.24,2.12
4541,1127,29,2,5.4,0.0
4542,1128,40,1,15.33,0.0
4543,1128,8,2,23.8,2.38
4544,1128,243,3,3.55,0.0
4545,1128,53,1,10.09,0.0
4546,1128,154,1,24.21,0.0
4547,1129,113,2,4.94,0.49
4548,1129,14,2,12.02,0.0
4549,1130,18,2,19.15,0.0
4550,1130,35,2,3.73,0.0
4551,1130,7,3,5.95,0.0
4552,1131,13,3,4.43,0.0
4553,1131,113,3,4.94,0.0
4554,1131,18,3,19.15,1.92
4555,1131,115,2,23.78,0.0
4556,1131,215,3,16.7,0.0
4557,1132,213,3,4.8,0.0
4558,1132,154,2,24.21,0.0
4559,1132,27,1,24.04,0.0
4560,1132,188,1,10.6,0.0
4561,1132,94,2,14.83,0.0
4562,1132,31,2,7.89,0.0
4563,1133,24,2,6.46,0.0
4564,1133,2,3,11.3,0.0
4565,1134,2,2,11.3,0.0
4566,1134,31,1,7.89,0.0
4567,1135,18,2,19.15,0.0
4568,1135,220,1,14.33,0.0
4569,1135,5,4,11.32,0.0
4570,1136,38,3,12.67,0.0
4571,1136,40,3,15.33,0.0
4572,1136,9,1,12.58,0.0
4573,1136,219,1,13.5,0.0
4574,1136,60,2,24.48,0.0
4575,1136,30,1,4.36,0.0
4576,1137,2,1,11.3,0.0
4577,1137,9,2,12.58,0.0
4578,1137,111,1,16.8,0.0
4579,1137,21,1,3.76,0.0
4580,1137,27,1,24.04,2.4
4581,1137,31,3,7.89,0.0
4582,1138,116,1,24.93,0.0
4583,1138,149,1,16.04,0.0
4584,1138,94,1,14.83,0.0
4585,1138,7,2,5.95,0.0
4586,1139,17,2,22.02,0.0
4587,1139,66,2,19.0,0.0
4588,1139,52,1,15.6,0.0
4589,1140,1,1,11.87,0.0
4590,1140,234,1,20.09,0.0
4591,1140,2,1,11.3,0.0
4592,1140,33,2,5.52,0.0
4593,1141,211,4,19.85,0.0
4594,1141,179,3,13.81,0.0
4595,1142,33,3,5.52,0.0
4596,1142,2,1,11.3,0.0
4597,1142,114,3,18.17,0.0
4598,1143,13,2,4.43,0.44
4599,1143,15,1,11.21,0.0
4600,1143,20,3,19.92,0.0
4601,1143,118,3,4.15,0.42
4602,1143,90,1,3.2,0.0
4603,1144,2,1,11.3,0.0
4604,1144,15,2,11.21,1.12
4605,1144,84,1,16.03,0.0
4606,1144,53,3,10.09,0.0
4607,1144,31,2,7.89,0.0
4608,1145,11,2,10.32,0.0
4609,1145,91,1,16.51,1.65
4610,1145,116,2,24.93,0.0
4611,1145,61,1,4.08,0.0
4612,1146,16,2,3.81,0.0
4613,1146,9,3,12.58,0.0
4614,1147,32,2,5.99,0.6
4615,1147,34,1,19.46,1.95
4616,1147,5,1,11.32,0.0
4617,1147,9,3,12.58,0.0
4618,1147,20,3,19.92,0.0
4619,1148,27,2,24.04,0.0
4620,1148,37,3,16.44,0.0
4621,1149,169,1,3.2,0.0
4622,1149,91,2,16.51,1.65
4623,1149,173,1,18.36,0.0
4624,1149,71,3,15.92,0.0
4625,1150,12,1,12.04,0.0
4626,1150,16,3,3.81,0.38
4627,1150,19,3,7.1,0.0
4628,1150,56,3,2.86,0.0
4629,1150,59,1,16.83,0.0
4630,1150,28,1,16.85,0.0
4631,1151,33,1,5.52,0.0
4632,1151,12,2,12.04,0.0
4633,1152,26,3,10.08,0.0
4634,1152,12,3,12.04,0.0
4635,1153,8,3,23.8,0.0
4636,1153,11,4,10.32,0.0
4637,1154,16,2,3.81,0.0
4638,1154,158,2,17.6,0.0
4639,1154,15,1,11.21,1.12
4640,1155,163,2,13.57,0.0
4641,1155,232,2,23.93,0.0
4642,1155,9,1,12.58,0.0
4643,1155,15,3,11.21,1.12
4644,1155,16,1,3.81,0.0
4645,1155,126,1,6.42,0.0
4646,1156,64,1,15.35,0.0
4647,1156,17,3,22.02,0.0
4648,1156,20,2,19.92,0.0
4649,1156,158,2,17.6,0.0
4650,1157,35,3,3.73,0.0
4651,1157,38,3,12.67,0.0
4652,1157,12,3,12.04,0.0
4653,1157,13,1,4.43,0.0
4654,1157,19,3,7.1,0.0
4655,1157,119,1,17.42,1.74
4656,1158,104,2,9.14,0.0
4657,1158,19,3,7.1,0.0
4658,1159,26,2,10.08,0.0
4659,1159,95,2,10.89,0.0
4660,1160,16,3,3.81,0.0
4661,1160,35,1,3.73,0.0
4662,1160,133,3,18.99,0.0
4663,1161,3,3,16.72,1.67
4664,1161,35,2,3.73,0.0
4665,1161,5,1,11.32,0.0
4666,1161,15,2,11.21,0.0
4667,1161,18,3,19.15,0.0
4668,1161,93,1,9.58,0.0
4669,1162,8,3,23.8,0.0
4670,1162,32,1,5.99,0.0
4671,1162,12,2,12.04,0.0
4672,1162,86,2,23.11,0.0
4673,1163,120,3,13.7,0.0
4674,1163,23,2,14.2,0.0
4675,1163,141,2,17.94,0.0
4676,1163,39,1,14.97,0.0
4677,1164,128,3,5.56,0.56
4678,1164,1,1,11.87,0.0
4679,1164,32,1,5.99,0.0
4680,1164,39,2,14.97,0.0
4681,1164,74,1,12.36,1.24
4682,1165,38,3,12.67,0.0
4683,1165,10,3,17.86,0.0
4684,1165,173,3,18.36,0.0
4685,1165,19,1,7.1,0.0
4686,1165,28,3,16.85,0.0
4687,1166,20,2,19.92,0.0
4688,1166,39,2,14.97,0.0
4689,1167,154,2,24.21,0.0
4690,1167,12,1,12.04,0.0
4691,1168,160,2,12.13,0.0
