inventory_id,store_id,product_id,quantity_on_hand,reorder_level,aisle_number,shelf_number,last_updated
497,2,247,124,20,A5,4,2026-08-01 08:00:00
498,2,248,70,20,A2,4,2026-08-01 08:00:00
499,2,249,89,20,A7,5,2026-08-01 08:00:00
500,2,250,116,20,A3,2,2026-08-01 08:00:00
501,3,1,91,20,A8,2,2026-08-01 08:00:00
502,3,2,120,20,A3,1,2026-08-01 08:00:00
503,3,3,164,20,A3,3,2026-08-01 08:00:00
504,3,4,6,20,A4,2,2026-08-01 08:00:00
505,3,5,80,20,A2,2,2026-08-01 08:00:00
506,3,6,151,20,A7,4,2026-08-01 08:00:00
507,3,7,162,20,A1,5,2026-08-01 08:00:00
508,3,8,91,20,A1,3,2026-08-01 08:00:00
509,3,9,175,20,A1,2,2026-08-01 08:00:00
510,3,10,97,20,A6,3,2026-08-01 08:00:00
511,3,11,73,20,A5,2,2026-08-01 08:00:00
512,3,12,56,20,A5,3,2026-08-01 08:00:00
513,3,13,156,20,A6,4,2026-08-01 08:00:00
514,3,14,74,20,A8,3,2026-08-01 08:00:00
515,3,15,88,20,A7,1,2026-08-01 08:00:00
516,3,16,98,20,A3,2,2026-08-01 08:00:00
517,3,17,11,20,A3,1,2026-08-01 08:00:00
518,3,18,133,20,A1,4,2026-08-01 08:00:00
519,3,19,105,20,A1,5,2026-08-01 08:00:00
520,3,20,52,20,A1,1,2026-08-01 08:00:00
521,3,21,69,20,A7,1,2026-08-01 08:00:00
522,3,22,180,20,A3,2,2026-08-01 08:00:00
523,3,23,42,20,A2,5,2026-08-01 08:00:00
524,3,24,109,20,A3,4,2026-08-01 08:00:00
525,3,25,66,20,A2,3,2026-08-01 08:00:00
526,3,26,69,20,A8,2,2026-08-01 08:00:00
527,3,27,91,20,A4,3,2026-08-01 08:00:00
528,3,28,144,20,A1,5,2026-08-01 08:00:00
529,3,29,167,20,A8,3,2026-08-01 08:00:00
530,3,30,12,20,A2,1,2026-08-01 08:00:00
531,3,31,166,20,A2,5,2026-08-01 08:00:00
532,3,32,59,20,A2,3,2026-08-01 08:00:00
533,3,33,99,20,A5,3,2026-08-01 08:00:00
534,3,34,2,20,A2,2,2026-08-01 08:00:00
535,3,35,50,20,A6,3,2026-08-01 08:00:00
536,3,36,149,20,A2,1,2026-08-01 08:00:00
537,3,37,42,20,A3,3,2026-08-01 08:00:00
538,3,38,131,20,A5,1,2026-08-01 08:00:00
539,3,39,135,20,A3,1,2026-08-01 08:00:00
540,3,40,142,20,A8,3,2026-08-01 08:00:00
541,3,41,138,20,A8,4,2026-08-01 08:00:00
542,3,42,82,20,A1,2,2026-08-01 08:00:00
543,3,43,66,20,A8,5,2026-08-01 08:00:00
544,3,44,152,20,A7,3,2026-08-01 08:00:00
545,3,45,47,20,A3,4,2026-08-01 08:00:00
546,3,46,164,20,A7,4,2026-08-01 08:00:00
547,3,47,51,20,A6,1,2026-08-01 08:00:00
548,3,48,174,20,A4,3,2026-08-01 08:00:00
549,3,49,172,20,A2,4,2026-08-01 08:00:00
550,3,50,103,20,A7,2,2026-08-01 08:00:00
551,3,51,2,20,A3,5,2026-08-01 08:00:00
552,3,52,160,20,A3,1,2026-08-01 08:00:00
553,3,53,165,20,A6,3,2026-08-01 08:00:00
554,3,54,52,20,A7,4,2026-08-01 08:00:00
555,3,55,100,20,A8,5,2026-08-01 08:00:00
556,3,56,154,20,A8,4,2026-08-01 08:00:00
557,3,57,120,20,A8,1,2026-08-01 08:00:00
558,3,58,66,20,A1,5,2026-08-01 08:00:00
559,3,59,3,20,A5,5,2026-08-01 08:00:00
560,3,60,92,20,A8,3,2026-08-01 08:00:00
561,3,61,133,20,A4,4,2026-08-01 08:00:00
562,3,62,124,20,A8,3,2026-08-01 08:00:00
563,3,63,155,20,A4,1,2026-08-01 08:00:00
564,3,64,127,20,A5,5,2026-08-01 08:00:00
565,3,65,173,20,A2,1,2026-08-01 08:00:00
566,3,66,82,20,A7,1,2026-08-01 08:00:00
567,3,67,105,20,A4,1,2026-08-01 08:00:00
568,3,68,5,20,A8,2,2026-08-01 08:00:00
569,3,69,126,20,A7,1,2026-08-01 08:00:00
570,3,70,71,20,A8,4,2026-08-01 08:00:00
571,3,71,169,20,A8,1,2026-08-01 08:00:00
572,3,72,175,20,A7,5,2026-08-01 08:00:00
573,3,73,163,20,A3,5,2026-08-01 08:00:00
574,3,74,84,20,A3,1,2026-08-01 08:00:00
575,3,75,139,20,A6,5,2026-08-01 08:00:00
576,3,76,138,20,A4,3,2026-08-01 08:00:00
577,3,77,141,20,A5,4,2026-08-01 08:00:00
578,3,78,74,20,A5,5,2026-08-01 08:00:00
579,3,79,120,20,A4,2,2026-08-01 08:00:00
580,3,80,93,20,A5,3,2026-08-01 08:00:00
581,3,81,73,20,A3,5,2026-08-01 08:00:00
582,3,82,178,20,A6,1,2026-08-01 08:00:00
583,3,83,130,20,A7,5,2026-08-01 08:00:00
584,3,84,113,20,A7,1,2026-08-01 08:00:00
585,3,85,3,20,A1,4,2026-08-01 08:00:00
586,3,86,77,20,A1,2,2026-08-01 08:00:00
587,3,87,108,20,A3,3,2026-08-01 08:00:00
588,3,88,104,20,A1,3,2026-08-01 08:00:00
589,3,89,92,20,A1,3,2026-08-01 08:00:00
590,3,90,155,20,A4,5,2026-08-01 08:00:00
591,3,91,139,20,A5,1,2026-08-01 08:00:00
592,3,92,137,20,A6,5,2026-08-01 08:00:00
593,3,93,6,20,A4,5,2026-08-01 08:00:00
594,3,94,153,20,A6,5,2026-08-01 08:00:00
595,3,95,179,20,A4,2,2026-08-01 08:00:00
596,3,96,115,20,A2,2,2026-08-01 08:00:00
597,3,97,84,20,A2,4,2026-08-01 08:00:00
598,3,98,50,20,A5,2,2026-08-01 08:00:00
599,3,99,81,20,A5,1,2026-08-01 08:00:00
600,3,100,124,20,A3,1,2026-08-01 08:00:00
601,3,101,79,20,A1,5,2026-08-01 08:00:00
602,3,102,9,20,A6,1,2026-08-01 08:00:00
603,3,103,121,20,A3,5,2026-08-01 08:00:00
604,3,104,57,20,A3,4,2026-08-01 08:00:00
605,3,105,179,20,A2,3,2026-08-01 08:00:00
606,3,106,96,20,A6,3,2026-08-01 08:00:00
607,3,107,132,20,A8,5,2026-08-01 08:00:00
608,3,108,42,20,A6,4,2026-08-01 08:00:00
609,3,109,101,20,A4,1,2026-08-01 08:00:00
610,3,110,122,20,A2,4,2026-08-01 08:00:00
611,3,111,105,20,A5,1,2026-08-01 08:00:00
612,3,112,172,20,A6,5,2026-08-01 08:00:00
613,3,113,170,20,A1,3,2026-08-01 08:00:00
614,3,114,89,20,A2,1,2026-08-01 08:00:00
615,3,115,82,20,A1,1,2026-08-01 08:00:00
616,3,116,93,20,A4,4,2026-08-01 08:00:00
617,3,117,66,20,A7,1,2026-08-01 08:00:00
618,3,118,13,20,A6,1,2026-08-01 08:00:00
619,3,119,3,20,A1,2,2026-08-01 08:00:00
620,3,120,104,20,A4,3,2026-08-01 08:00:00
621,3,121,144,20,A7,4,2026-08-01 08:00:00
622,3,122,12,20,A2,5,2026-08-01 08:00:00
623,3,123,41,20,A2,5,2026-08-01 08:00:00
624,3,124,51,20,A2,3,2026-08-01 08:00:00
625,3,125,168,20,A5,5,2026-08-01 08:00:00
626,3,126,62,20,A8,4,2026-08-01 08:00:00
627,3,127,141,20,A1,4,2026-08-01 08:00:00
628,3,128,80,20,A3,4,2026-08-01 08:00:00
629,3,129,179,20,A3,3,2026-08-01 08:00:00
630,3,130,135,20,A1,5,2026-08-01 08:00:00
631,3,131,76,20,A1,5,2026-08-01 08:00:00
632,3,132,140,20,A2,3,2026-08-01 08:00:00
633,3,133,93,20,A6,2,2026-08-01 08:00:00
634,3,134,145,20,A3,2,2026-08-01 08:00:00
635,3,135,87,20,A5,2,2026-08-01 08:00:00
636,3,136,4,20,A1,5,2026-08-01 08:00:00
637,3,137,158,20,A2,3,2026-08-01 08:00:00
638,3,138,57,20,A4,5,2026-08-01 08:00:00
639,3,139,164,20,A6,2,2026-08-01 08:00:00
640,3,140,100,20,A2,2,2026-08-01 08:00:00
641,3,141,121,20,A6,5,2026-08-01 08:00:00
642,3,142,118,20,A3,5,2026-08-01 08:00:00
643,3,143,133,20,A7,2,2026-08-01 08:00:00
644,3,144,41,20,A4,4,2026-08-01 08:00:00
645,3,145,110,20,A3,3,2026-08-01 08:00:00
646,3,146,162,20,A6,3,2026-08-01 08:00:00
647,3,147,164,20,A3,5,2026-08-01 08:00:00
648,3,148,60,20,A3,5,2026-08-01 08:00:00
649,3,149,90,20,A2,1,2026-08-01 08:00:00
650,3,150,44,20,A1,5,2026-08-01 08:00:00
651,3,151,143,20,A4,1,2026-08-01 08:00:00
652,3,152,106,20,A8,2,2026-08-01 08:00:00
653,3,153,8,20,A4,5,2026-08-01 08:00:00
654,3,154,114,20,A2,4,2026-08-01 08:00:00
655,3,155,133,20,A4,5,2026-08-01 08:00:00
656,3,156,82,20,A3,4,2026-08-01 08:00:00
657,3,157,80,20,A3,4,2026-08-01 08:00:00
658,3,158,131,20,A8,2,2026-08-01 08:00:00
659,3,159,56,20,A4,1,2026-08-01 08:00:00
660,3,160,92,20,A6,4,2026-08-01 08:00:00
661,3,161,160,20,A1,1,2026-08-01 08:00:00
662,3,162,122,20,A5,3,2026-08-01 08:00:00
663,3,163,179,20,A7,4,2026-08-01 08:00:00
664,3,164,133,20,A2,5,2026-08-01 08:00:00
665,3,165,104,20,A4,5,2026-08-01 08:00:00
666,3,166,143,20,A6,4,2026-08-01 08:00:00
667,3,167,163,20,A1,5,2026-08-01 08:00:00
668,3,168,75,20,A4,1,2026-08-01 08:00:00
669,3,169,171,20,A4,2,2026-08-01 08:00:00
670,3,170,4,20,A6,5,2026-08-01 08:00:00
671,3,171,70,20,A7,3,2026-08-01 08:00:00
672,3,172,69,20,A8,4,2026-08-01 08:00:00
673,3,173,93,20,A7,1,2026-08-01 08:00:00
674,3,174,102,20,A3,2,2026-08-01 08:00:00
675,3,175,11,20,A3,1,2026-08-01 08:00:00
676,3,176,82,20,A3,5,2026-08-01 08:00:00
677,3,177,143,20,A1,3,2026-08-01 08:00:00
678,3,178,61,20,A8,4,2026-08-01 08:00:00
679,3,179,83,20,A7,5,2026-08-01 08:00:00
680,3,180,76,20,A3,5,2026-08-01 08:00:00
681,3,181,170,20,A6,4,2026-08-01 08:00:00
682,3,182,57,20,A7,2,2026-08-01 08:00:00
683,3,183,10,20,A7,2,2026-08-01 08:00:00
684,3,184,64,20,A1,5,2026-08-01 08:00:00
685,3,185,168,20,A2,4,2026-08-01 08:00:00
686,3,186,73,20,A1,4,2026-08-01 08:00:00
687,3,187,8,20,A6,1,2026-08-01 08:00:00
688,3,188,175,20,A8,4,2026-08-01 08:00:00
689,3,189,129,20,A2,4,2026-08-01 08:00:00
690,3,190,74,20,A4,1,2026-08-01 08:00:00
691,3,191,112,20,A7,3,2026-08-01 08:00:00
692,3,192,13,20,A1,5,2026-08-01 08:00:00
693,3,193,173,20,A1,4,2026-08-01 08:00:00
694,3,194,92,20,A6,4,2026-08-01 08:00:00
695,3,195,132,20,A7,5,2026-08-01 08:00:00
696,3,196,104,20,A7,5,2026-08-01 08:00:00
697,3,197,133,20,A7,2,2026-08-01 08:00:00
698,3,198,145,20,A8,2,2026-08-01 08:00:00
699,3,199,134,20,A8,3,2026-08-01 08:00:00
700,3,200,118,20,A7,2,2026-08-01 08:00:00
701,3,201,70,20,A8,2,2026-08-01 08:00:00
702,3,202,65,20,A7,3,2026-08-01 08:00:00
703,3,203,180,20,A1,2,2026-08-01 08:00:00
704,3,204,12,20,A1,1,2026-08-01 08:00:00
705,3,205,77,20,A7,1,2026-08-01 08:00:00
706,3,206,56,20,A6,1,2026-08-01 08:00:00
707,3,207,49,20,A7,5,2026-08-01 08:00:00
708,3,208,173,20,A1,2,2026-08-01 08:00:00
709,3,209,166,20,A4,5,2026-08-01 08:00:00
710,3,210,113,20,A4,5,2026-08-01 08:00:00
711,3,211,83,20,A6,2,2026-08-01 08:00:00
712,3,212,40,20,A2,3,2026-08-01 08:00:00
713,3,213,142,20,A7,4,2026-08-01 08:00:00
714,3,214,91,20,A2,1,2026-08-01 08:00:00
715,3,215,180,20,A6,3,2026-08-01 08:00:00
716,3,216,110,20,A4,4,2026-08-01 08:00:00
717,3,217,143,20,A5,2,2026-08-01 08:00:00
718,3,218,144,20,A2,5,2026-08-01 08:00:00
719,3,219,115,20,A2,5,2026-08-01 08:00:00
720,3,220,105,20,A5,4,2026-08-01 08:00:00
721,3,221,11,20,A8,2,2026-08-01 08:00:00
722,3,222,126,20,A8,4,2026-08-01 08:00:00
723,3,223,47,20,A5,1,2026-08-01 08:00:00
724,3,224,137,20,A4,2,2026-08-01 08:00:00
725,3,225,120,20,A6,5,2026-08-01 08:00:00
726,3,226,15,20,A5,2,2026-08-01 08:00:00
727,3,227,113,20,A6,1,2026-08-01 08:00:00
728,3,228,85,20,A6,2,2026-08-01 08:00:00
729,3,229,108,20,A4,4,2026-08-01 08:00:00
730,3,230,91,20,A4,3,2026-08-01 08:00:00
731,3,231,92,20,A4,5,2026-08-01 08:00:00
732,3,232,131,20,A2,1,2026-08-01 08:00:00
733,3,233,60,20,A8,5,2026-08-01 08:00:00
734,3,234,41,20,A1,4,2026-08-01 08:00:00
735,3,235,135,20,A8,5,2026-08-01 08:00:00
736,3,236,110,20,A5,4,2026-08-01 08:00:00
737,3,237,96,20,A3,1,2026-08-01 08:00:00
738,3,238,14,20,A7,4,2026-08-01 08:00:00
739,3,239,7,20,A7,2,2026-08-01 08:00:00
740,3,240,157,20,A8,3,2026-08-01 08:00:00
741,3,241,5,20,A7,5,2026-08-01 08:00:00
742,3,242,65,20,A5,2,2026-08-01 08:00:00
743,3,243,180,20,A5,4,2026-08-01 08:00:00
744,3,244,127,20,A8,4,2026-08-01 08:00:00
745,3,245,93,20,A6,3,2026-08-01 08:00:00
746,3,246,142,20,A3,5,2026-08-01 08:00:00
747,3,247,73,20,A4,1,2026-08-01 08:00:00
748,3,248,109,20,A7,4,2026-08-01 08:00:00
749,3,249,90,20,A3,4,2026-08-01 08:00:00
750,3,250,42,20,A8,2,2026-08-01 08:00:00
751,4,1,172,20,A6,4,2026-08-01 08:00:00
752,4,2,116,20,A1,4,2026-08-01 08:00:00
753,4,3,65,20,A1,2,2026-08-01 08:00:00
754,4,4,105,20,A2,4,2026-08-01 08:00:00
755,4,5,125,20,A6,5,2026-08-01 08:00:00
756,4,6,105,20,A7,1,2026-08-01 08:00:00
757,4,7,129,20,A4,5,2026-08-01 08:00:00
758,4,8,177,20,A5,3,2026-08-01 08:00:00
759,4,9,123,20,A8,4,2026-08-01 08:00:00
760,4,10,60,20,A5,4,2026-08-01 08:00:00
761,4,11,77,20,A6,4,2026-08-01 08:00:00
762,4,12,143,20,A2,1,2026-08-01 08:00:00
763,4,13,81,20,A6,3,2026-08-01 08:00:00
764,4,14,114,20,A7,3,2026-08-01 08:00:00
765,4,15,153,20,A6,5,2026-08-01 08:00:00
766,4,16,173,20,A7,2,2026-08-01 08:00:00
767,4,17,15,20,A1,2,2026-08-01 08:00:00
768,4,18,100,20,A2,2,2026-08-01 08:00:00
769,4,19,82,20,A2,1,2026-08-01 08:00:00
770,4,20,161,20,A1,4,2026-08-01 08:00:00
771,4,21,174,20,A2,1,2026-08-01 08:00:00
772,4,22,107,20,A2,4,2026-08-01 08:00:00
773,4,23,119,20,A5,4,2026-08-01 08:00:00
774,4,24,72,20,A3,1,2026-08-01 08:00:00
775,4,25,48,20,A6,4,2026-08-01 08:00:00
776,4,26,159,20,A5,5,2026-08-01 08:00:00
777,4,27,153,20,A3,5,2026-08-01 08:00:00
778,4,28,156,20,A7,5,2026-08-01 08:00:00
779,4,29,176,20,A6,4,2026-08-01 08:00:00
780,4,30,178,20,A2,4,2026-08-01 08:00:00
781,4,31,118,20,A5,2,2026-08-01 08:00:00
782,4,32,10,20,A3,3,2026-08-01 08:00:00
783,4,33,113,20,A1,4,2026-08-01 08:00:00
784,4,34,6,20,A1,4,2026-08-01 08:00:00
785,4,35,114,20,A1,5,2026-08-01 08:00:00
786,4,36,135,20,A7,4,2026-08-01 08:00:00
787,4,37,103,20,A7,4,2026-08-01 08:00:00
788,4,38,96,20,A7,2,2026-08-01 08:00:00
789,4,39,172,20,A5,3,2026-08-01 08:00:00
790,4,40,176,20,A7,2,2026-08-01 08:00:00
791,4,41,57,20,A5,1,2026-08-01 08:00:00
792,4,42,156,20,A5,5,2026-08-01 08:00:00
793,4,43,165,20,A1,2,2026-08-01 08:00:00
794,4,44,52,20,A1,2,2026-08-01 08:00:00
795,4,45,66,20,A3,4,2026-08-01 08:00:00
796,4,46,42,20,A3,1,2026-08-01 08:00:00
797,4,47,166,20,A7,3,2026-08-01 08:00:00
798,4,48,167,20,A8,1,2026-08-01 08:00:00
799,4,49,124,20,A3,1,2026-08-01 08:00:00
800,4,50,108,20,A2,5,2026-08-01 08:00:00
801,4,51,4,20,A4,3,2026-08-01 08:00:00
802,4,52,137,20,A2,2,2026-08-01 08:00:00
803,4,53,138,20,A8,2,2026-08-01 08:00:00
804,4,54,48,20,A2,5,2026-08-01 08:00:00
805,4,55,93,20,A5,3,2026-08-01 08:00:00
806,4,56,80,20,A1,5,2026-08-01 08:00:00
807,4,57,173,20,A8,3,2026-08-01 08:00:00
808,4,58,90,20,A1,2,2026-08-01 08:00:00
809,4,59,68,20,A7,3,2026-08-01 08:00:00
810,4,60,43,20,A5,5,2026-08-01 08:00:00
811,4,61,70,20,A4,1,2026-08-01 08:00:00
812,4,62,50,20,A8,5,2026-08-01 08:00:00
813,4,63,79,20,A2,2,2026-08-01 08:00:00
814,4,64,80,20,A6,1,2026-08-01 08:00:00
815,4,65,55,20,A3,5,2026-08-01 08:00:00
816,4,66,67,20,A4,3,2026-08-01 08:00:00
817,4,67,128,20,A8,2,2026-08-01 08:00:00
818,4,68,13,20,A7,3,2026-08-01 08:00:00
819,4,69,74,20,A1,4,2026-08-01 08:00:00
820,4,70,152,20,A8,2,2026-08-01 08:00:00
821,4,71,87,20,A6,4,2026-08-01 08:00:00
822,4,72,110,20,A3,1,2026-08-01 08:00:00
823,4,73,175,20,A5,3,2026-08-01 08:00:00
824,4,74,178,20,A1,5,2026-08-01 08:00:00
825,4,75,137,20,A1,5,2026-08-01 08:00:00
826,4,76,133,20,A4,3,2026-08-01 08:00:00
827,4,77,56,20,A7,2,2026-08-01 08:00:00
828,4,78,174,20,A3,5,2026-08-01 08:00:00
829,4,79,112,20,A6,1,2026-08-01 08:00:00
830,4,80,64,20,A2,1,2026-08-01 08:00:00
831,4,81,73,20,A1,2,2026-08-01 08:00:00
832,4,82,67,20,A2,1,2026-08-01 08:00:00
833,4,83,139,20,A5,1,2026-08-01 08:00:00
834,4,84,133,20,A2,1,2026-08-01 08:00:00
835,4,85,12,20,A8,1,2026-08-01 08:00:00
836,4,86,159,20,A1,3,2026-08-01 08:00:00
837,4,87,146,20,A1,5,2026-08-01 08:00:00
838,4,88,108,20,A2,3,2026-08-01 08:00:00
839,4,89,59,20,A2,1,2026-08-01 08:00:00
840,4,90,99,20,A4,2,2026-08-01 08:00:00
841,4,91,174,20,A3,5,2026-08-01 08:00:00
842,4,92,146,20,A6,4,2026-08-01 08:00:00
843,4,93,149,20,A3,2,2026-08-01 08:00:00
844,4,94,180,20,A6,2,2026-08-01 08:00:00
845,4,95,176,20,A8,3,2026-08-01 08:00:00
846,4,96,120,20,A6,3,2026-08-01 08:00:00
847,4,97,145,20,A7,3,2026-08-01 08:00:00
848,4,98,101,20,A4,4,2026-08-01 08:00:00
849,4,99,180,20,A5,3,2026-08-01 08:00:00
850,4,100,155,20,A7,1,2026-08-01 08:00:00
851,4,101,48,20,A1,5,2026-08-01 08:00:00
852,4,102,6,20,A1,3,2026-08-01 08:00:00
853,4,103,96,20,A6,1,2026-08-01 08:00:00
854,4,104,110,20,A3,1,2026-08-01 08:00:00
855,4,105,49,20,A3,2,2026-08-01 08:00:00
856,4,106,107,20,A4,2,2026-08-01 08:00:00
857,4,107,105,20,A2,5,2026-08-01 08:00:00
858,4,108,142,20,A4,1,2026-08-01 08:00:00
859,4,109,123,20,A3,4,2026-08-01 08:00:00
860,4,110,64,20,A5,1,2026-08-01 08:00:00
861,4,111,137,20,A1,3,2026-08-01 08:00:00
862,4,112,129,20,A7,4,2026-08-01 08:00:00
863,4,113,70,20,A4,5,2026-08-01 08:00:00
864,4,114,42,20,A7,1,2026-08-01 08:00:00
865,4,115,118,20,A6,5,2026-08-01 08:00:00
866,4,116,78,20,A4,2,2026-08-01 08:00:00
867,4,117,52,20,A7,4,2026-08-01 08:00:00
868,4,118,169,20,A7,3,2026-08-01 08:00:00
869,4,119,4,20,A3,3,2026-08-01 08:00:00
870,4,120,61,20,A1,5,2026-08-01 08:00:00
871,4,121,142,20,A7,5,2026-08-01 08:00:00
872,4,122,151,20,A3,2,2026-08-01 08:00:00
873,4,123,163,20,A8,4,2026-08-01 08:00:00
874,4,124,90,20,A4,2,2026-08-01 08:00:00
875,4,125,58,20,A7,3,2026-08-01 08:00:00
876,4,126,62,20,A7,4,2026-08-01 08:00:00
877,4,127,133,20,A6,3,2026-08-01 08:00:00
878,4,128,46,20,A3,3,2026-08-01 08:00:00
879,4,129,153,20,A8,1,2026-08-01 08:00:00
880,4,130,99,20,A6,2,2026-08-01 08:00:00
881,4,131,61,20,A1,2,2026-08-01 08:00:00
882,4,132,77,20,A5,1,2026-08-01 08:00:00
883,4,133,127,20,A2,3,2026-08-01 08:00:00
884,4,134,155,20,A6,2,2026-08-01 08:00:00
885,4,135,177,20,A5,5,2026-08-01 08:00:00
886,4,136,11,20,A3,1,2026-08-01 08:00:00
887,4,137,136,20,A1,3,2026-08-01 08:00:00
888,4,138,83,20,A4,5,2026-08-01 08:00:00
889,4,139,109,20,A1,1,2026-08-01 08:00:00
890,4,140,139,20,A6,1,2026-08-01 08:00:00
891,4,141,44,20,A7,2,2026-08-01 08:00:00
892,4,142,137,20,A2,3,2026-08-01 08:00:00
893,4,143,164,20,A2,2,2026-08-01 08:00:00
894,4,144,90,20,A8,5,2026-08-01 08:00:00
895,4,145,10,20,A5,3,2026-08-01 08:00:00
896,4,146,165,20,A3,1,2026-08-01 08:00:00
897,4,147,128,20,A6,3,2026-08-01 08:00:00
898,4,148,100,20,A5,1,2026-08-01 08:00:00
899,4,149,105,20,A1,5,2026-08-01 08:00:00
900,4,150,111,20,A6,4,2026-08-01 08:00:00
901,4,151,75,20,A7,5,2026-08-01 08:00:00
902,4,152,98,20,A3,4,2026-08-01 08:00:00
903,4,153,11,20,A6,4,2026-08-01 08:00:00
904,4,154,178,20,A3,5,2026-08-01 08:00:00
905,4,155,178,20,A4,2,2026-08-01 08:00:00
906,4,156,119,20,A3,4,2026-08-01 08:00:00
907,4,157,77,20,A3,3,2026-08-01 08:00:00
908,4,158,57,20,A2,2,2026-08-01 08:00:00
909,4,159,121,20,A3,1,2026-08-01 08:00:00
910,4,160,121,20,A7,4,2026-08-01 08:00:00
911,4,161,117,20,A5,2,2026-08-01 08:00:00
912,4,162,88,20,A3,1,2026-08-01 08:00:00
913,4,163,108,20,A4,5,2026-08-01 08:00:00
914,4,164,99,20,A1,3,2026-08-01 08:00:00
915,4,165,60,20,A8,2,2026-08-01 08:00:00
916,4,166,168,20,A8,3,2026-08-01 08:00:00
917,4,167,87,20,A8,4,2026-08-01 08:00:00
918,4,168,75,20,A4,1,2026-08-01 08:00:00
919,4,169,144,20,A1,3,2026-08-01 08:00:00
920,4,170,5,20,A4,2,2026-08-01 08:00:00
921,4,171,56,20,A8,5,2026-08-01 08:00:00
922,4,172,165,20,A8,2,2026-08-01 08:00:00
923,4,173,149,20,A1,5,2026-08-01 08:00:00
924,4,174,137,20,A7,5,2026-08-01 08:00:00
925,4,175,177,20,A1,5,2026-08-01 08:00:00
926,4,176,67,20,A1,2,2026-08-01 08:00:00
927,4,177,172,20,A1,5,2026-08-01 08:00:00
928,4,178,139,20,A1,2,2026-08-01 08:00:00
929,4,179,114,20,A5,3,2026-08-01 08:00:00
930,4,180,158,20,A5,5,2026-08-01 08:00:00
931,4,181,53,20,A3,4,2026-08-01 08:00:00
932,4,182,155,20,A2,2,2026-08-01 08:00:00
933,4,183,179,20,A7,3,2026-08-01 08:00:00
934,4,184,9,20,A4,4,2026-08-01 08:00:00
935,4,185,63,20,A3,1,2026-08-01 08:00:00
936,4,186,63,20,A8,3,2026-08-01 08:00:00
937,4,187,10,20,A7,5,2026-08-01 08:00:00
938,4,188,80,20,A7,1,2026-08-01 08:00:00
939,4,189,83,20,A3,2,2026-08-01 08:00:00
940,4,190,77,20,A1,4,2026-08-01 08:00:00
941,4,191,118,20,A8,3,2026-08-01 08:00:00
942,4,192,86,20,A3,2,2026-08-01 08:00:00
943,4,193,40,20,A5,1,2026-08-01 08:00:00
944,4,194,157,20,A8,5,2026-08-01 08:00:00
945,4,195,41,20,A8,2,2026-08-01 08:00:00
946,4,196,95,20,A8,4,2026-08-01 08:00:00
947,4,197,144,20,A1,2,2026-08-01 08:00:00
948,4,198,180,20,A4,1,2026-08-01 08:00:00
949,4,199,87,20,A6,1,2026-08-01 08:00:00
950,4,200,77,20,A5,3,2026-08-01 08:00:00
951,4,201,62,20,A7,2,2026-08-01 08:00:00
952,4,202,81,20,A3,4,2026-08-01 08:00:00
953,4,203,132,20,A2,3,2026-08-01 08:00:00
954,4,204,7,20,A7,1,2026-08-01 08:00:00
955,4,205,149,20,A2,3,2026-08-01 08:00:00
956,4,206,160,20,A5,3,2026-08-01 08:00:00
957,4,207,174,20,A4,2,2026-08-01 08:00:00
958,4,208,54,20,A2,4,2026-08-01 08:00:00
959,4,209,113,20,A6,3,2026-08-01 08:00:00
960,4,210,174,20,A6,2,2026-08-01 08:00:00
961,4,211,167,20,A8,4,2026-08-01 08:00:00
962,4,212,86,20,A4,3,2026-08-01 08:00:00
963,4,213,2,20,A8,1,2026-08-01 08:00:00
964,4,214,93,20,A7,4,2026-08-01 08:00:00
965,4,215,51,20,A4,1,2026-08-01 08:00:00
966,4,216,91,20,A5,1,2026-08-01 08:00:00
967,4,217,118,20,A6,1,2026-08-01 08:00:00
968,4,218,69,20,A6,4,2026-08-01 08:00:00
969,4,219,47,20,A4,3,2026-08-01 08:00:00
970,4,220,126,20,A8,4,2026-08-01 08:00:00
971,4,221,12,20,A3,4,2026-08-01 08:00:00
972,4,222,79,20,A6,4,2026-08-01 08:00:00
973,4,223,145,20,A1,5,2026-08-01 08:00:00
974,4,224,116,20,A6,5,2026-08-01 08:00:00
975,4,225,11,20,A6,3,2026-08-01 08:00:00
976,4,226,56,20,A5,1,2026-08-01 08:00:00
977,4,227,126,20,A3,5,2026-08-01 08:00:00
978,4,228,139,20,A2,3,2026-08-01 08:00:00
979,4,229,120,20,A5,4,2026-08-01 08:00:00
980,4,230,62,20,A4,3,2026-08-01 08:00:00
981,4,231,155,20,A5,2,2026-08-01 08:00:00
982,4,232,174,20,A2,3,2026-08-01 08:00:00
983,4,233,49,20,A2,4,2026-08-01 08:00:00
984,4,234,9,20,A3,2,2026-08-01 08:00:00
985,4,235,127,20,A5,3,2026-08-01 08:00:00
986,4,236,76,20,A2,5,2026-08-01 08:00:00
987,4,237,73,20,A1,4,2026-08-01 08:00:00
988,4,238,13,20,A2,1,2026-08-01 08:00:00
989,4,239,119,20,A2,3,2026-08-01 08:00:00
990,4,240,159,20,A2,5,2026-08-01 08:00:00
991,4,241,14,20,A5,2,2026-08-01 08:00:00
992,4,242,122,20,A5,3,2026-08-01 08:00:00
993,4,243,176,20,A8,1,2026-08-01 08:00:00
994,4,244,109,20,A5,1,2026-08-01 08:00:00
