sale_id,store_id,customer_id,employee_id,sale_datetime,payment_method
1562,1,503,11,2026-07-12 19:00:00,Cash
1563,3,531,48,2026-04-17 11:00:00,Cash
1564,1,474,18,2026-02-15 17:00:00,Cash
1565,3,141,54,2026-06-21 19:00:00,Cash
1566,2,84,37,2026-06-28 15:00:00,Credit
1567,5,269,89,2026-06-17 13:00:00,Credit
1568,4,164,75,2026-07-07 15:00:00,Cash
1569,1,215,17,2026-03-07 17:00:00,Cash
1570,2,84,41,2026-05-18 11:00:00,Credit
1571,3,282,55,2026-07-27 15:00:00,Cash
1572,1,673,19,2026-07-24 19:00:00,Cash
1573,4,49,74,2026-07-15 15:00:00,Debit
1574,1,227,12,2026-07-14 17:00:00,Credit
1575,3,22,59,2026-06-24 15:00:00,Cash
1576,1,690,13,2026-07-11 11:00:00,Credit
1577,4,599,65,2026-02-19 13:00:00,Credit
1578,2,486,32,2026-07-05 19:00:00,Credit
1579,3,437,46,2026-04-04 13:00:00,Cash
1580,1,104,17,2026-05-27 15:00:00,Cash
1581,1,307,7,2026-03-02 19:00:00,Cash
1582,2,544,38,2026-04-11 19:00:00,Credit
1583,2,358,39,2026-04-15 09:00:00,Cash
1584,3,634,46,2026-05-07 13:00:00,Cash
1585,1,441,3,2026-04-11 19:00:00,Debit
1586,3,667,55,2026-04-22 13:00:00,Debit
1587,4,366,74,2026-03-16 17:00:00,Credit
1588,1,629,2,2026-04-13 19:00:00,Cash
1589,1,187,15,2026-05-08 15:00:00,Credit
1590,4,666,75,2026-05-14 19:00:00,Debit
1591,1,85,13,2026-07-10 11:00:00,Debit
1592,2,36,26,2026-07-22 15:00:00,Cash
1593,5,210,89,2026-05-11 17:00:00,Cash
1594,4,272,64,2026-06-10 15:00:00,Debit
1595,5,2,83,2026-01-22 17:00:00,Debit
1596,5,214,92,2026-01-05 15:00:00,Credit
1597,5,266,87,2026-05-04 13:00:00,Debit
1598,1,217,1,2026-06-08 17:00:00,Cash
1599,2,267,44,2026-07-14 15:00:00,Cash
1600,3,178,61,2026-06-01 17:00:00,Cash
1601,4,277,73,2026-03-20 15:00:00,Debit
1602,1,337,18,2026-06-27 19:00:00,Cash
1603,5,273,85,2026-02-16 11:00:00,Credit
1604,3,123,48,2026-05-18 19:00:00,Debit
1605,4,36,69,2026-07-25 17:00:00,Debit
1606,5,67,94,2026-06-25 15:00:00,Credit
1607,2,525,30,2026-05-24 13:00:00,Cash
1608,1,15,9,2026-04-25 15:00:00,Credit
1609,1,116,12,2026-01-01 17:00:00,Credit
1610,2,191,40,2026-06-14 19:00:00,Credit
1611,2,41,31,2026-04-26 11:00:00,Credit
1612,3,88,46,2026-02-28 13:00:00,Cash
1613,3,287,47,2026-05-05 09:00:00,Credit
1614,1,279,4,2026-06-23 17:00:00,Cash
1615,1,565,21,2026-03-25 13:00:00,Credit
1616,1,650,5,2026-05-20 13:00:00,Credit
1617,4,572,78,2026-05-15 09:00:00,Credit
1618,4,417,69,2026-07-28 19:00:00,Credit
1619,1,148,6,2026-02-16 19:00:00,Debit
1620,1,220,6,2026-07-23 17:00:00,Debit
1621,1,198,10,2026-05-20 09:00:00,Debit
1622,2,487,23,2026-02-13 13:00:00,Credit
1623,2,156,24,2026-05-21 11:00:00,Credit
1624,3,425,49,2026-07-08 15:00:00,Credit
1625,2,11,33,2026-03-18 17:00:00,Debit
1626,2,250,27,2026-04-02 11:00:00,Debit
1627,5,473,85,2026-05-01 09:00:00,Cash
1628,2,463,28,2026-03-25 09:00:00,Credit
1629,1,43,17,2026-03-27 15:00:00,Debit
1630,4,123,63,2026-06-16 11:00:00,Debit
1631,2,418,26,2026-07-25 13:00:00,Debit
1632,1,71,16,2026-02-26 19:00:00,Credit
1633,2,149,30,2026-04-14 09:00:00,Debit
1634,2,148,25,2026-07-05 11:00:00,Cash
1635,2,602,31,2026-02-06 13:00:00,Credit
1636,1,598,9,2026-06-22 17:00:00,Debit
1637,4,185,75,2026-05-27 15:00:00,Cash
1638,1,362,11,2026-06-14 17:00:00,Credit
1639,1,477,20,2026-02-14 09:00:00,Debit
1640,4,354,74,2026-01-22 11:00:00,Cash
1641,2,109,41,2026-02-02 11:00:00,Cash
1642,1,94,6,2026-07-18 17:00:00,Debit
1643,2,622,40,2026-04-25 17:00:00,Debit
1644,2,527,44,2026-05-26 19:00:00,Debit
1645,1,513,17,2026-05-02 19:00:00,Debit
1646,2,449,44,2026-03-17 17:00:00,Cash
1647,5,503,88,2026-07-04 17:00:00,Cash
1648,4,52,75,2026-02-14 13:00:00,Cash
1649,4,207,75,2026-06-27 17:00:00,Cash
1650,5,334,86,2026-06-27 11:00:00,Debit
1651,2,41,39,2026-05-09 15:00:00,Credit
1652,1,281,14,2026-05-17 15:00:00,Credit
1653,1,171,7,2026-07-06 09:00:00,Cash
1654,4,15,74,2026-06-24 11:00:00,Debit
1655,1,22,1,2026-03-07 09:00:00,Cash
1656,2,413,37,2026-03-10 17:00:00,Credit
1657,3,586,47,2026-06-01 15:00:00,Credit
1658,2,95,35,2026-04-01 09:00:00,Cash
1659,4,507,69,2026-06-27 13:00:00,Debit
1660,4,592,77,2026-05-18 19:00:00,Cash
1661,3,345,54,2026-01-01 17:00:00,Cash
1662,5,561,92,2026-07-28 19:00:00,Debit
1663,5,612,87,2026-04-02 09:00:00,Cash
1664,1,251,15,2026-05-04 17:00:00,Credit
1665,5,679,90,2026-05-03 13:00:00,Cash
1666,2,317,27,2026-05-25 17:00:00,Credit
1667,1,71,12,2026-03-28 17:00:00,Credit
1668,2,458,33,2026-03-14 15:00:00,Debit
1669,5,280,91,2026-06-09 13:00:00,Debit
1670,2,142,31,2026-06-04 09:00:00,Cash
1671,4,94,67,2026-07-23 17:00:00,Credit
1672,3,296,45,2026-05-20 19:00:00,Credit
1673,5,513,81,2026-04-02 15:00:00,Debit
1674,2,368,43,2026-04-05 15:00:00,Credit
1675,2,466,23,2026-02-08 13:00:00,Credit
1676,2,574,27,2026-02-04 19:00:00,Cash
1677,3,72,50,2026-02-04 17:00:00,Cash
1678,5,408,82,2026-04-01 13:00:00,Credit
1679,1,437,14,2026-06-08 09:00:00,Credit
1680,1,470,3,2026-02-08 15:00:00,Credit
1681,1,131,19,2026-07-06 13:00:00,Cash
1682,5,129,79,2026-06-03 13:00:00,Cash
1683,5,510,92,2026-07-23 13:00:00,Debit
1684,4,265,72,2026-03-27 17:00:00,Debit
1685,4,148,77,2026-07-10 17:00:00,Debit
1686,5,26,82,2026-07-10 15:00:00,Cash
1687,1,641,7,2026-03-12 15:00:00,Cash
1688,2,572,36,2026-07-09 13:00:00,Credit
1689,2,326,26,2026-04-06 11:00:00,Cash
1690,3,404,59,2026-07-22 19:00:00,Credit
1691,2,360,35,2026-07-23 19:00:00,Credit
1692,4,637,77,2026-03-03 19:00:00,Debit
1693,4,639,72,2026-05-28 19:00:00,Debit
1694,2,655,29,2026-02-06 17:00:00,Debit
1695,1,311,17,2026-04-04 19:00:00,Cash
1696,2,321,31,2026-04-05 11:00:00,Credit
1697,2,388,40,2026-04-14 19:00:00,Credit
1698,5,444,87,2026-02-11 19:00:00,Cash
1699,4,177,63,2026-04-12 13:00:00,Debit
1700,3,91,48,2026-03-10 17:00:00,Credit
1701,3,564,47,2026-06-25 11:00:00,Cash
1702,1,240,10,2026-03-28 17:00:00,Credit
1703,2,515,28,2026-06-10 15:00:00,Cash
1704,1,550,1,2026-05-19 19:00:00,Debit
1705,2,101,26,2026-07-01 13:00:00,Credit
1706,1,673,9,2026-02-12 13:00:00,Credit
1707,4,412,64,2026-03-28 09:00:00,Debit
1708,3,246,60,2026-07-14 09:00:00,Credit
1709,1,55,2,2026-06-28 15:00:00,Credit
1710,1,458,18,2026-07-07 11:00:00,Cash
1711,3,283,46,2026-07-02 11:00:00,Credit
1712,1,247,4,2026-07-16 19:00:00,Cash
1713,2,668,40,2026-02-27 15:00:00,Debit
1714,1,160,12,2026-06-21 17:00:00,Cash
1715,3,265,48,2026-07-02 17:00:00,Cash
1716,3,537,55,2026-07-21 15:00:00,Debit
1717,5,449,89,2026-06-03 13:00:00,Credit
1718,2,171,40,2026-02-04 09:00:00,Cash
1719,3,483,49,2026-07-17 17:00:00,Debit
1720,3,426,48,2026-01-08 15:00:00,Debit
1721,1,482,5,2026-06-04 17:00:00,Credit
1722,5,394,87,2026-06-25 17:00:00,Debit
1723,2,233,24,2026-02-07 15:00:00,Debit
1724,4,8,68,2026-05-04 19:00:00,Debit
1725,2,361,37,2026-06-23 17:00:00,Cash
1726,1,301,7,2026-02-09 17:00:00,Credit
1727,1,125,13,2026-04-06 11:00:00,Cash
1728,1,392,18,2026-07-20 17:00:00,Debit
1729,4,399,77,2026-03-22 15:00:00,Cash
1730,3,252,56,2026-01-20 17:00:00,Cash
1731,4,57,66,2026-07-05 11:00:00,Debit
1732,5,492,79,2026-07-13 09:00:00,Credit
1733,1,265,6,2026-01-27 17:00:00,Debit
1734,4,552,70,2026-06-23 11:00:00,Cash
1735,1,226,1,2026-05-10 15:00:00,Credit
1736,2,77,23,2026-02-14 17:00:00,Debit
1737,4,73,75,2026-01-04 13:00:00,Debit
1738,3,398,54,2026-06-23 17:00:00,Debit
1739,3,630,55,2026-03-22 19:00:00,Credit
1740,2,122,31,2026-02-01 13:00:00,Debit
1741,2,600,36,2026-06-05 15:00:00,Credit
1742,2,114,27,2026-03-11 13:00:00,Cash
1743,4,101,67,2026-07-16 13:00:00,Credit
1744,3,350,56,2026-06-16 15:00:00,Debit
1745,1,688,20,2026-07-21 09:00:00,Debit
1746,1,300,14,2026-06-01 11:00:00,Cash
1747,4,474,77,2026-04-09 15:00:00,Credit
1748,1,209,2,2026-01-04 09:00:00,Cash
1749,2,668,38,2026-04-26 13:00:00,Cash
1750,5,63,85,2026-06-16 17:00:00,Credit
1751,2,191,37,2026-04-08 15:00:00,Debit
1752,4,471,68,2026-07-17 19:00:00,Debit
1753,1,404,22,2026-05-11 13:00:00,Cash
1754,2,529,32,2026-02-15 11:00:00,Credit
1755,2,669,35,2026-05-05 09:00:00,Cash
1756,1,212,11,2026-05-03 19:00:00,Credit
1757,4,142,74,2026-07-13 15:00:00,Cash
1758,1,487,20,2026-07-14 17:00:00,Credit
1759,2,530,39,2026-06-01 19:00:00,Debit
1760,3,380,52,2026-03-02 17:00:00,Debit
1761,1,619,5,2026-07-22 15:00:00,Debit
1762,1,336,20,2026-04-03 19:00:00,Debit
1763,2,699,43,2026-03-01 13:00:00,Cash
1764,2,610,37,2026-05-24 15:00:00,Debit
1765,3,79,45,2026-04-06 15:00:00,Credit
1766,4,489,69,2026-05-05 19:00:00,Debit
1767,4,62,68,2026-02-24 13:00:00,Credit
1768,5,77,93,2026-02-04 11:00:00,Debit
1769,3,504,48,2026-05-20 11:00:00,Debit
1770,1,557,12,2026-07-06 17:00:00,Credit
1771,2,239,24,2026-07-13 17:00:00,Debit
1772,1,9,7,2026-02-14 19:00:00,Cash
1773,4,424,63,2026-03-01 19:00:00,Credit
1774,5,276,94,2026-07-06 17:00:00,Credit
1775,1,476,1,2026-05-28 09:00:00,Credit
1776,4,41,73,2026-02-07 15:00:00,Cash
1777,1,190,14,2026-01-19 11:00:00,Debit
1778,1,116,15,2026-07-13 17:00:00,Credit
1779,2,569,23,2026-07-14 19:00:00,Cash
1780,1,333,9,2026-05-24 15:00:00,Credit
1781,1,564,11,2026-04-24 17:00:00,Credit
1782,3,474,50,2026-03-20 13:00:00,Debit
1783,1,121,13,2026-07-06 19:00:00,Credit
1784,2,440,24,2026-01-25 17:00:00,Credit
1785,4,340,68,2026-06-15 15:00:00,Debit
1786,4,211,78,2026-05-10 13:00:00,Debit
1787,3,1,61,2026-06-12 09:00:00,Cash
1788,2,373,36,2026-07-14 17:00:00,Credit
1789,1,106,19,2026-05-22 17:00:00,Credit
1790,3,381,54,2026-02-25 09:00:00,Credit
1791,3,36,52,2026-03-18 17:00:00,Credit
1792,5,178,79,2026-04-07 13:00:00,Credit
1793,2,668,33,2026-01-05 19:00:00,Debit
1794,4,232,73,2026-01-20 19:00:00,Debit
1795,2,415,41,2026-06-02 13:00:00,Cash
1796,4,214,69,2026-07-10 17:00:00,Credit
1797,1,168,19,2026-02-28 13:00:00,Debit
1798,1,552,21,2026-07-01 13:00:00,Credit
1799,1,277,3,2026-07-26 13:00:00,Credit
1800,4,613,75,2026-01-25 13:00:00,Debit
1801,5,58,82,2026-06-20 11:00:00,Credit
1802,2,471,32,2026-05-07 09:00:00,Cash
1803,2,610,31,2026-02-01 15:00:00,Cash
1804,1,101,19,2026-03-15 13:00:00,Credit
1805,1,494,12,2026-05-23 13:00:00,Credit
1806,4,281,78,2026-02-14 19:00:00,Debit
1807,1,258,13,2026-07-21 19:00:00,Credit
1808,5,436,82,2026-02-01 19:00:00,Debit
1809,4,163,71,2026-03-01 17:00:00,Debit
1810,4,109,65,2026-03-07 11:00:00,Debit
1811,3,97,53,2026-07-12 09:00:00,Credit
1812,3,307,52,2026-02-19 17:00:00,Cash
1813,4,606,77,2026-05-15 15:00:00,Cash
1814,1,258,5,2026-05-05 13:00:00,Credit
1815,5,261,89,2026-05-08 17:00:00,Cash
1816,5,8,88,2026-07-19 11:00:00,Cash
1817,2,589,29,2026-01-16 17:00:00,Credit
1818,4,572,76,2026-06-19 17:00:00,Debit
1819,1,479,18,2026-07-02 11:00:00,Cash
1820,2,342,43,2026-05-02 19:00:00,Cash
1821,4,555,68,2026-04-17 15:00:00,Debit
1822,3,177,45,2026-06-16 11:00:00,Cash
1823,2,173,34,2026-04-05 17:00:00,Debit
1824,5,383,81,2026-07-21 19:00:00,Cash
1825,2,359,23,2026-05-06 11:00:00,Credit
1826,2,651,35,2026-04-26 17:00:00,Credit
1827,4,422,69,2026-07-15 11:00:00,Cash
1828,4,174,68,2026-07-21 09:00:00,Credit
1829,5,609,79,2026-02-19 17:00:00,Credit
1830,3,455,46,2026-06-13 11:00:00,Credit
1831,2,54,41,2026-01-27 19:00:00,Debit
1832,2,663,24,2026-03-16 19:00:00,Credit
1833,3,87,52,2026-06-02 17:00:00,Credit
1834,2,165,32,2026-03-20 11:00:00,Debit
1835,1,6,2,2026-07-08 15:00:00,Debit
1836,5,675,80,2026-07-05 15:00:00,Debit
1837,2,57,38,2026-04-22 17:00:00,Debit
1838,4,363,63,2026-04-07 17:00:00,Credit
1839,2,434,25,2026-03-06 11:00:00,Debit
1840,4,114,69,2026-06-28 13:00:00,Credit
1841,4,633,71,2026-02-21 19:00:00,Debit
1842,3,205,48,2026-07-10 11:00:00,Debit
1843,2,202,37,2026-07-10 11:00:00,Credit
1844,2,489,36,2026-06-13 15:00:00,Credit
1845,2,300,28,2026-06-26 13:00:00,Cash
1846,5,485,89,2026-07-14 19:00:00,Debit
1847,1,507,20,2026-05-01 19:00:00,Cash
1848,2,173,32,2026-02-23 11:00:00,Cash
1849,1,509,6,2026-04-25 13:00:00,Credit
1850,2,514,35,2026-05-11 19:00:00,Cash
1851,2,301,40,2026-05-01 11:00:00,Debit
1852,4,573,64,2026-04-25 11:00:00,Debit
1853,3,273,47,2026-02-17 15:00:00,Cash
1854,1,513,11,2026-07-20 13:00:00,Cash
1855,4,401,71,2026-05-09 11:00:00,Credit
1856,2,34,41,2026-06-01 19:00:00,Credit
1857,2,313,38,2026-02-22 15:00:00,Cash
1858,3,518,61,2026-06-10 13:00:00,Debit
1859,2,85,40,2026-05-13 17:00:00,Debit
1860,4,263,76,2026-07-12 19:00:00,Debit
1861,1,567,3,2026-07-25 13:00:00,Debit
1862,3,530,46,2026-07-03 15:00:00,Credit
1863,1,113,1,2026-05-23 11:00:00,Cash
1864,2,576,35,2026-01-15 17:00:00,Credit
1865,2,439,24,2026-03-14 17:00:00,Debit
1866,5,436,86,2026-03-08 15:00:00,Credit
1867,1,23,13,2026-05-15 17:00:00,Debit
1868,3,139,50,2026-07-04 17:00:00,Cash
1869,1,589,21,2026-04-28 15:00:00,Debit
1870,4,521,76,2026-06-25 15:00:00,Debit
1871,1,48,13,2026-06-22 17:00:00,Debit
1872,4,174,78,2026-05-07 13:00:00,Debit
1873,1,331,1,2026-07-26 19:00:00,Cash
1874,3,467,46,2026-05-05 19:00:00,Debit
1875,3,80,62,2026-05-25 17:00:00,Debit
1876,3,192,46,2026-05-14 15:00:00,Credit
1877,2,16,38,2026-02-22 19:00:00,Credit
1878,5,522,81,2026-05-06 17:00:00,Cash
1879,5,576,83,2026-07-06 15:00:00,Debit
1880,3,239,59,2026-07-25 13:00:00,Credit
1881,2,316,42,2026-07-01 15:00:00,Debit
1882,1,606,18,2026-06-06 09:00:00,Cash
1883,5,244,89,2026-03-03 17:00:00,Debit
1884,3,290,56,2026-06-23 09:00:00,Cash
1885,3,614,50,2026-04-01 19:00:00,Credit
1886,3,377,53,2026-07-15 11:00:00,Cash
1887,2,525,31,2026-07-09 13:00:00,Cash
1888,4,695,65,2026-07-23 11:00:00,Debit
1889,4,6,75,2026-02-16 15:00:00,Cash
1890,2,117,33,2026-06-22 13:00:00,Cash
1891,2,54,26,2026-07-25 19:00:00,Debit
1892,3,674,49,2026-03-25 17:00:00,Cash
1893,2,48,26,2026-04-07 19:00:00,Debit
1894,1,306,2,2026-06-05 15:00:00,Debit
1895,4,33,65,2026-03-17 17:00:00,Debit
1896,1,425,18,2026-02-06 17:00:00,Credit
1897,3,540,55,2026-07-27 13:00:00,Credit
1898,3,676,55,2026-01-05 15:00:00,Cash
1899,1,78,14,2026-06-21 13:00:00,Cash
1900,1,615,13,2026-07-22 11:00:00,Credit
1901,1,571,2,2026-05-13 11:00:00,Cash
1902,1,59,21,2026-01-20 11:00:00,Credit
1903,5,271,87,2026-04-22 19:00:00,Debit
1904,1,189,21,2026-07-13 17:00:00,Debit
1905,2,7,25,2026-05-27 19:00:00,Credit
1906,1,674,5,2026-06-26 17:00:00,Debit
1907,1,20,19,2026-07-07 15:00:00,Credit
1908,5,255,79,2026-02-08 15:00:00,Credit
1909,2,61,30,2026-03-15 15:00:00,Cash
1910,2,301,30,2026-06-01 11:00:00,Debit
1911,2,361,34,2026-07-23 13:00:00,Credit
1912,3,546,59,2026-05-17 17:00:00,Debit
1913,4,410,71,2026-03-01 19:00:00,Cash
1914,2,463,38,2026-02-28 17:00:00,Credit
1915,2,156,29,2026-03-23 15:00:00,Credit
1916,1,619,20,2026-01-13 19:00:00,Cash
1917,2,318,41,2026-05-05 13:00:00,Debit
1918,5,139,80,2026-07-22 19:00:00,Debit
1919,1,421,19,2026-05-06 11:00:00,Cash
1920,1,465,19,2026-04-13 09:00:00,Cash
1921,2,605,42,2026-03-12 13:00:00,Cash
1922,4,562,70,2026-06-24 17:00:00,Credit
1923,2,410,40,2026-05-16 19:00:00,Cash
1924,2,445,23,2026-05-20 11:00:00,Debit
1925,1,258,20,2026-03-06 09:00:00,Credit
1926,1,614,3,2026-03-17 17:00:00,Credit
1927,5,69,88,2026-04-01 09:00:00,Debit
1928,1,409,5,2026-07-23 15:00:00,Cash
1929,4,668,70,2026-07-26 13:00:00,Credit
1930,4,308,66,2026-06-19 09:00:00,Credit
1931,1,651,18,2026-07-16 13:00:00,Debit
1932,1,336,22,2026-06-18 15:00:00,Debit
1933,2,139,32,2026-06-22 19:00:00,Credit
1934,2,532,28,2026-07-21 11:00:00,Credit
1935,2,437,36,2026-03-19 19:00:00,Cash
1936,5,636,91,2026-02-09 17:00:00,Credit
1937,5,35,90,2026-05-27 17:00:00,Debit
1938,2,374,30,2026-07-03 15:00:00,Cash
1939,5,539,92,2026-05-14 15:00:00,Cash
1940,2,658,32,2026-05-25 17:00:00,Credit
1941,2,124,28,2026-07-10 15:00:00,Debit
1942,1,634,11,2026-01-07 15:00:00,Debit
1943,1,658,6,2026-01-16 15:00:00,Credit
1944,2,89,41,2026-07-02 13:00:00,Cash
1945,1,637,19,2026-01-23 13:00:00,Cash
1946,4,216,77,2026-06-17 15:00:00,Credit
1947,1,318,9,2026-06-26 13:00:00,Debit
1948,2,442,23,2026-06-25 13:00:00,Debit
1949,4,231,73,2026-05-28 11:00:00,Credit
1950,5,424,89,2026-07-23 19:00:00,Credit
1951,4,35,74,2026-06-26 15:00:00,Credit
1952,2,552,41,2026-03-22 11:00:00,Debit
1953,1,38,20,2026-04-07 19:00:00,Credit
1954,2,558,25,2026-04-01 13:00:00,Cash
1955,4,278,75,2026-02-27 15:00:00,Cash
1956,2,49,43,2026-06-04 19:00:00,Debit
1957,4,252,63,2026-01-10 09:00:00,Cash
1958,2,19,30,2026-07-04 15:00:00,Cash
1959,5,553,79,2026-06-05 11:00:00,Cash
1960,1,41,8,2026-04-25 11:00:00,Cash
1961,2,286,43,2026-07-18 15:00:00,Cash
1962,4,156,75,2026-06-18 17:00:00,Debit
1963,1,392,10,2026-06-03 19:00:00,Cash
1964,2,243,33,2026-06-28 13:00:00,Cash
1965,2,480,32,2026-03-07 17:00:00,Debit
1966,4,443,78,2026-05-17 19:00:00,Credit
1967,2,44,42,2026-07-18 15:00:00,Credit
1968,1,630,3,2026-06-04 17:00:00,Cash
1969,4,289,70,2026-07-21 19:00:00,Credit
1970,1,388,4,2026-06-05 19:00:00,Credit
1971,2,352,28,2026-03-11 17:00:00,Debit
1972,2,413,24,2026-06-04 17:00:00,Debit
1973,5,151,79,2026-07-22 19:00:00,Debit
1974,1,489,9,2026-07-22 09:00:00,Debit
1975,3,59,62,2026-04-24 17:00:00,Cash
1976,5,82,93,2026-07-21 19:00:00,Credit
1977,2,348,30,2026-06-27 17:00:00,Cash
1978,2,418,27,2026-07-16 19:00:00,Debit
1979,1,3,12,2026-04-25 17:00:00,Credit
1980,5,548,88,2026-02-13 09:00:00,Credit
1981,1,7,7,2026-05-18 19:00:00,Debit
1982,2,243,24,2026-01-27 09:00:00,Debit
1983,2,133,39,2026-05-01 13:00:00,Cash
1984,1,639,18,2026-06-09 19:00:00,Cash
1985,1,122,6,2026-07-19 09:00:00,Credit
1986,4,139,63,2026-03-01 11:00:00,Cash
1987,2,472,34,2026-02-07 17:00:00,Cash
1988,2,589,43,2026-06-08 19:00:00,Credit
1989,5,441,80,2026-01-20 17:00:00,Credit
1990,4,303,73,2026-05-27 19:00:00,Debit
1991,4,45,73,2026-07-19 19:00:00,Debit
1992,4,338,70,2026-07-10 17:00:00,Cash
1993,1,562,20,2026-05-21 17:00:00,Debit
1994,2,290,33,2026-04-07 13:00:00,Debit
1995,5,380,83,2026-02-06 17:00:00,Credit
1996,2,390,23,2026-05-11 17:00:00,Credit
1997,5,143,88,2026-04-26 15:00:00,Cash
1998,2,656,27,2026-05-10 15:00:00,Debit
1999,5,65,90,2026-04-05 11:00:00,Cash
2000,2,70,37,2026-01-07 17:00:00,Credit
2001,3,97,55,2026-06-03 15:00:00,Debit
2002,1,133,6,2026-05-19 09:00:00,Debit
2003,2,453,41,2026-03-19 13:00:00,Debit
2004,1,375,7,2026-04-09 17:00:00,Credit
2005,3,327,59,2026-04-15 17:00:00,Credit
2006,2,538,43,2026-06-25 17:00:00,Cash
2007,2,415,41,2026-05-24 19:00:00,Credit
2008,2,200,33,2026-04-04 17:00:00,Cash
2009,3,406,62,2026-03-22 17:00:00,Credit
2010,2,249,38,2026-05-25 11:00:00,Debit
2011,4,7,66,2026-02-09 13:00:00,Cash
2012,1,248,7,2026-01-12 15:00:00,Credit
2013,4,491,69,2026-02-23 17:00:00,Cash
2014,1,266,2,2026-05-28 15:00:00,Credit
2015,4,168,75,2026-07-11 13:00:00,Debit
2016,2,170,37,2026-07-21 11:00:00,Debit
2017,5,548,89,2026-06-23 11:00:00,Cash
2018,1,590,4,2026-02-22 11:00:00,Debit
2019,3,234,50,2026-01-14 17:00:00,Cash
2020,2,73,42,2026-02-10 15:00:00,Cash
2021,2,495,33,2026-07-01 19:00:00,Debit
2022,4,130,75,2026-04-09 17:00:00,Credit
2023,5,624,81,2026-05-14 17:00:00,Credit
2024,2,403,32,2026-03-01 09:00:00,Credit
2025,1,641,5,2026-02-25 17:00:00,Credit
2026,2,78,36,2026-05-07 13:00:00,Cash
2027,2,306,38,2026-07-13 15:00:00,Credit
2028,5,54,86,2026-05-07 17:00:00,Debit
2029,4,516,72,2026-04-11 11:00:00,Credit
2030,3,485,54,2026-02-27 09:00:00,Cash
2031,1,664,14,2026-07-09 09:00:00,Debit
2032,4,431,67,2026-04-06 15:00:00,Debit
2033,2,15,24,2026-01-14 19:00:00,Credit
2034,3,366,57,2026-03-17 17:00:00,Debit
2035,5,274,89,2026-06-10 17:00:00,Cash
2036,2,223,41,2026-05-04 15:00:00,Cash
2037,4,555,71,2026-06-24 17:00:00,Cash
2038,4,36,73,2026-03-23 15:00:00,Debit
2039,1,213,5,2026-03-23 19:00:00,Debit
2040,4,228,71,2026-05-07 11:00:00,Debit
2041,1,547,21,2026-02-23 17:00:00,Credit
2042,3,576,55,2026-07-11 17:00:00,Credit
2043,2,462,36,2026-01-03 11:00:00,Cash
2044,3,198,61,2026-07-06 11:00:00,Cash
2045,5,653,84,2026-07-10 11:00:00,Debit
2046,2,66,39,2026-05-17 17:00:00,Cash
2047,2,539,43,2026-07-05 13:00:00,Cash
2048,3,298,47,2026-01-22 17:00:00,Debit
2049,2,205,31,2026-04-03 19:00:00,Cash
2050,3,589,62,2026-04-15 17:00:00,Debit
2051,2,455,42,2026-06-11 15:00:00,Debit
2052,2,555,30,2026-07-07 19:00:00,Credit
2053,4,405,66,2026-07-15 11:00:00,Credit
2054,4,394,75,2026-01-05 15:00:00,Credit
2055,1,461,22,2026-04-12 19:00:00,Cash
2056,2,536,35,2026-03-16 17:00:00,Debit
2057,2,177,31,2026-06-16 13:00:00,Debit
2058,2,458,33,2026-01-02 15:00:00,Cash
2059,4,299,64,2026-04-17 19:00:00,Debit
2060,1,158,6,2026-04-09 13:00:00,Debit
2061,4,627,78,2026-03-25 15:00:00,Debit
2062,1,542,14,2026-07-27 13:00:00,Cash
2063,5,326,94,2026-01-25 13:00:00,Credit
2064,4,47,72,2026-05-08 15:00:00,Debit
2065,1,178,2,2026-03-21 15:00:00,Cash
2066,2,229,23,2026-01-20 17:00:00,Cash
2067,4,685,63,2026-03-03 13:00:00,Cash
2068,4,611,78,2026-06-27 17:00:00,Cash
2069,4,157,71,2026-02-09 13:00:00,Credit
2070,1,306,11,2026-04-09 15:00:00,Credit
2071,2,504,32,2026-04-25 13:00:00,Cash
2072,5,655,86,2026-01-11 15:00:00,Cash
2073,2,644,40,2026-01-11 17:00:00,Credit
2074,1,632,9,2026-07-01 11:00:00,Debit
2075,1,239,3,2026-07-28 09:00:00,Debit
2076,5,534,87,2026-06-25 11:00:00,Cash
2077,4,158,64,2026-01-07 19:00:00,Credit
2078,1,293,18,2026-06-22 15:00:00,Debit
2079,2,69,39,2026-06-04 17:00:00,Debit
2080,4,163,69,2026-07-22 15:00:00,Credit
2081,2,328,43,2026-06-05 19:00:00,Cash
2082,4,109,76,2026-06-26 19:00:00,Credit
2083,2,440,23,2026-06-06 19:00:00,Cash
2084,3,287,50,2026-06-13 17:00:00,Debit
2085,2,455,29,2026-05-17 13:00:00,Cash
2086,1,673,21,2026-04-27 17:00:00,Cash
2087,1,93,15,2026-02-26 15:00:00,Cash
2088,2,371,33,2026-04-05 19:00:00,Cash
2089,2,431,27,2026-06-19 19:00:00,Credit
2090,1,122,15,2026-06-08 17:00:00,Cash
2091,2,234,38,2026-05-05 19:00:00,Cash
2092,4,439,73,2026-01-23 19:00:00,Debit
2093,4,57,71,2026-06-21 17:00:00,Debit
2094,5,643,93,2026-05-23 13:00:00,Debit
2095,2,558,40,2026-04-19 15:00:00,Cash
2096,3,527,47,2026-07-24 13:00:00,Debit
2097,3,595,54,2026-04-20 09:00:00,Debit
2098,2,172,35,2026-06-23 17:00:00,Cash
